bench,node,strategy,throughput
barnes,2,cbomcs_stp,0.0302571860816944
word_count,6,spinlock,0.08424599831508
bodytrack,6,partitioned,0.0412201154163232
histogram,2,ticket,0.458715596330275
ferret,6,mcs_spin,0.0112220850634048
canneal,6,clh_stp,0.0115074798619102
ocean_ncp,8,cbomcs_stp,0.0675675675675676
streamcluster_ll,2,spinlock,11091
lu_ncb,6,clh_stp,0.0552486187845304
canneal,2,mcs_stp,0.00902445627650934
matrix_multiply,8,cbomcs_spin,0.0973709834469328
pca,4,cbomcs_stp,0.0345781466113416
ocean_cp,8,spinlock,0.0634115409004439
ocean_ncp,8,mcs_spin,0.118203309692671
vips,8,spinlock,0.118343195266272
radiosity_ll,1,cbomcs_stp,68599
s_raytrace_ll,4,clh_spin,223193
ocean_ncp,8,partitioned,0.120048019207683
barnes,4,ticket,0.0551267916207277
ocean_ncp,2,cbomcs_spin,0.076103500761035
mysqld,4,mcs_stp,1922
streamcluster,4,ticket,0.118764845605701
word_count,8,malthusian_stp,0.0789265982636148
ferret,2,partitioned,0.0113134970019233
dedup,1,c-ptl-tkt,0.0428265524625268
x264,8,posix_adaptive,0.0825763831544178
dedup,1,mcs-timepub,0.0240847784200385
dedup,8,mcs_stp,0.0177841010136938
pca,1,clh_stp,0.0368459837877671
string_match,1,clh_spin,0.00901957247226481
linear_regression,6,backoff,1.35135135135135
dedup,1,c-tkt-tkt,0.0461467466543609
lu_cb,8,malthusian_spin,0.0652741514360313
histogram,2,posix_adaptive,0.442477876106195
barnes,2,ttas,0.0263296471827278
matrix_multiply,1,cbomcs_stp,0.0137854976564654
swaptions,6,spinlock,0.0597014925373134
streamcluster,2,malthusian_spin,0.363636363636364
s_raytrace_ll,6,cbomcs_spin,178369
streamcluster,4,malthusian_stp,0.0751314800901578
volrend,8,mcs_stp,0.0816993464052288
ssl_proxy,8,c-ptl-tkt,27265
matrix_multiply,4,c-ptl-tkt,0.0521648408972353
volrend,2,ttas,0.0730460189919649
freqmine,6,mcs-timepub,0.0172651933701657
x264,8,mcs-timepub,0.0820344544708778
streamcluster_ll,8,cbomcs_spin,3530
swaptions,8,ttas,0.0868055555555556
fluidanimate,4,posix_adaptive,0.011454753722795
fmm,1,mcs_spin,0.0217438573602957
word_count,2,mcs-timepub,0.099403578528827
histogram,6,ticket,0.411522633744856
fft,4,ttas,0.069589422407794
string_match,4,ticket,0.0349772647778944
lu_ncb,6,ttas,0.0550357732526142
p_raytrace,4,clh_spin,0.00655393891728929
water_nsquared,6,mcs-timepub,0.0265111346765642
s_raytrace,8,posix,0.0270489586150933
bodytrack,1,cbomcs_stp,0.01743679163034
canneal,4,mcs_stp,0.0105252078728555
matrix_multiply,4,mcs_spin,0.0525210084033613
radiosity,6,posix,0.0191791331031837
water_spatial,1,posix_adaptive,0.0199560965875075
canneal,8,c-tkt-tkt,0.0112321689318207
s_raytrace,4,posix_adaptive,0.0531632110579479
water_spatial,1,c-tkt-tkt,0.0198609731876862
freqmine,4,malthusian_stp,0.0153657037492317
water_spatial,1,posix_adaptive,0.0198098256735341
p_raytrace,6,cbomcs_stp,0.00655222120298781
pca_ll,4,malthusian_spin,368783
linear_regression,4,posix,1.0752688172043
canneal,6,mcs_spin,0.0115942028985507
water_spatial,2,c-tkt-tkt,0.0337495781302734
matrix_multiply,8,mcs_spin,0.099009900990099
water_nsquared,6,posix,0.0276701715550636
swaptions,1,mcs_spin,0.0110717449069973
pca_ll,2,malthusian_stp,263498
x264,6,mcs_spin,0.0752445447705041
radiosity,8,clh_stp,0.0139567341242149
radix,2,mcs_stp,0.117647058823529
streamcluster_ll,6,posix,3012
pca_ll,1,mcs_spin,168796
lu_ncb,4,partitioned,0.0398089171974522
dedup,6,cbomcs_stp,0.0177683013503909
ocean_cp,4,partitioned,0.165837479270315
freqmine,2,cbomcs_stp,0.010501995379122
pca,2,malthusian_spin,0.051413881748072
matrix_multiply,6,backoff,0.0757575757575758
histogram,1,ticket,0.256410256410256
string_match,2,cbomcs_stp,0.0183722212015433
ocean_cp,8,posix,0.110741971207087
fmm,6,ticket,0.0513874614594039
pca,2,posix,0.0476417341591234
linear_regression,2,backoff,0.78740157480315
radiosity_ll,4,cbomcs_stp,71751
blackscholes,8,c-ptl-tkt,0.0251635631605435
string_match,4,cbomcs_stp,0.0332115576220525
histogram,1,cbomcs_stp,0.263157894736842
volrend,8,cbomcs_spin,0.0769822940723634
freqmine,2,backoff,0.0104668201800293
mysqld,6,cbomcs_stp,1710
dedup,8,posix,0.0359712230215827
ocean_ncp,1,ticket,0.0481927710843374
radix,1,mcs-timepub,0.0659630606860158
swaptions,1,spinlock,0.0110852455381887
radix,1,clh_spin,0.066006600660066
fft,2,spinlock,0.0672494956287828
s_raytrace,1,backoff,0.0175100682892663
bodytrack,1,mcs-timepub,0.0173882802990784
s_raytrace,1,spinlock,0.0176056338028169
ssl_proxy,1,mcs_spin,35072
s_raytrace,4,spinlock,0.0590318772136954
lu_cb,8,backoff,0.0666222518321119
facesim,2,mcs-timepub,0.0589970501474926
freqmine,4,backoff,0.0150761344791196
string_match,1,cbomcs_spin,0.0090203860725239
pca,2,posix,0.0472366556447803
blackscholes,8,c-tkt-tkt,0.0250125062531266
pca_ll,8,malthusian_spin,273276
kmeans,1,ttas,0.0080742834073476
word_count,1,ttas,0.066577896138482
kmeans,6,mcs-timepub,0.0256081946222791
radix,1,spinlock,0.0660938532716457
swaptions,6,mcs-timepub,0.0597728631201435
string_match,4,mcs_spin,0.0342348510783978
pca,6,backoff,0.055005500550055
ocean_cp,8,backoff,0.111358574610245
word_count,2,mcs_stp,0.101317122593718
radiosity,6,clh_spin,0.0230149597238205
volrend,8,mcs-timepub,0.087719298245614
pca_ll,2,backoff,246873
x264,4,c-tkt-tkt,0.0594530321046373
radiosity,8,posix_adaptive,0.0204582651391162
kmeans,1,cbomcs_spin,0.00777725929382485
ferret,1,cbomcs_stp,0.00779119594857811
pca_ll,8,clh_spin,250376
ssl_proxy,4,cbomcs_spin,31740
blackscholes,4,cbomcs_spin,0.0223264121455682
facesim,8,c-ptl-tkt,0.0605326876513317
lu_ncb,2,cbomcs_spin,0.0248941996514812
water_nsquared,8,malthusian_spin,0.0343760742523204
pca,4,posix_adaptive,0.0450653447498873
freqmine,1,cbomcs_stp,0.00629128656810318
volrend,8,clh_spin,0.0929368029739777
x264,4,malthusian_stp,0.0597371565113501
radiosity,8,clh_spin,0.0227946204695692
ssl_proxy,8,partitioned,23788
radiosity,4,clh_stp,0.0174520069808028
water_nsquared,1,ticket,0.00483488855581879
pca_ll,6,posix,170086
s_raytrace_ll,1,ticket,92853
canneal,1,c-ptl-tkt,0.00733137829912023
p_raytrace,6,clh_stp,0.00657159755536571
canneal,8,ttas,0.0113856313332574
freqmine,1,posix_adaptive,0.00631352989456405
word_count,8,clh_spin,0.078003120124805
blackscholes,6,posix,0.0239980801535877
matrix_multiply,6,spinlock,0.0745156482861401
x264,8,posix,0.0819672131147541
histogram,8,spinlock,0.280112044817927
lu_cb,8,c-tkt-tkt,0.0652741514360313
streamcluster,1,mcs_spin,0.460829493087558
matrix_multiply,8,cbomcs_spin,0.0973709834469328
volrend,1,ttas,0.045766590389016
ocean_cp,4,spinlock,0.145560407569141
linear_regression,8,ttas,0.943396226415094
fft,4,c-ptl-tkt,0.0735835172921266
lu_cb,1,spinlock,0.0155763239875389
s_raytrace_ll,1,clh_stp,92469
water_nsquared,8,posix,0.0359066427289048
canneal,8,malthusian_spin,0.0110314396028682
fluidanimate,4,ticket,0.0122609122118686
radix,4,mcs_stp,0.206611570247934
s_raytrace,2,cbomcs_spin,0.0322268772155978
p_raytrace,6,ttas,0.00658978583196046
radiosity_ll,1,partitioned,71689
string_match,2,ttas,0.0185494342422556
volrend,2,ticket,0.0745156482861401
water_nsquared,2,cbomcs_stp,0.00977612669860201
streamcluster_ll,1,mcs_stp,7136
water_spatial,6,mcs_spin,0.0608272506082725
swaptions,6,c-ptl-tkt,0.0597728631201435
water_spatial,6,cbomcs_spin,0.0625782227784731
streamcluster,6,mcs-timepub,0.0446229361892012
linear_regression,4,cbomcs_stp,0.961538461538461
canneal,4,clh_stp,0.0107515320933233
s_raytrace,6,posix,0.0375516334960571
linear_regression,6,mcs_spin,1.40845070422535
freqmine,8,malthusian_stp,0.0178699070764832
pca_ll,2,partitioned,274874
p_raytrace,4,clh_spin,0.00659848234905972
water_nsquared,1,c-tkt-tkt,0.00499026897549778
pca_ll,8,posix,137962
kmeans,2,cbomcs_spin,0.0129015610888918
water_spatial,6,malthusian_stp,0.0629326620516048
