bench,node,strategy,throughput
facesim,4,cbomcs_spin,0.0683060109289617
linear_regression,4,mcs-timepub,1.17647058823529
radiosity,1,clh_stp,0.0228362639872117
dedup,2,spinlock,0.0577700751010976
radiosity_ll,8,malthusian_stp,149775
s_raytrace,4,posix,0.0524658971668416
barnes,6,backoff,0.0760456273764259
lu_cb,6,posix_adaptive,0.0579374275782155
streamcluster_ll,1,c-tkt-tkt,7639
s_raytrace,2,c-tkt-tkt,0.0424808836023789
kmeans,1,posix,0.01
word_count,1,backoff,0.09000900090009
ssl_proxy,6,mcs_spin,35448
radix,2,backoff,0.129366106080207
facesim,2,clh_stp,0.0692520775623269
x264,8,spinlock,0.0947867298578199
lu_cb,2,malthusian_stp,0.0340715502555366
fmm,4,malthusian_stp,0.061012812690665
histogram,2,posix_adaptive,0.609756097560976
linear_regression,6,malthusian_stp,1.2987012987013
dedup,8,spinlock,0.0364564345607
water_nsquared,2,mcs_stp,0.0126103404791929
ocean_cp,1,mcs-timepub,0.11037527593819
string_match,1,partitioned,0.0149633398174473
linear_regression,2,posix,1.19047619047619
barnes,2,malthusian_stp,0.0328731097961867
pca_ll,8,posix,130353
ocean_ncp,8,mcs_stp,0.0803858520900322
lu_ncb,6,c-ptl-tkt,0.0430477830391735
s_raytrace_ll,2,spinlock,152860
barnes,1,malthusian_spin,0.0194401244167963
freqmine,8,ticket,0.0218962119553317
string_match,6,cbomcs_stp,0.0542593597395551
word_count,8,clh_stp,0.0730460189919649
swaptions,1,mcs_spin,0.0134462821029985
fluidanimate,2,partitioned,0.00956571647216376
histogram,8,malthusian_stp,0.303951367781155
vips,4,mcs-timepub,0.133868808567604
pca_ll,2,c-ptl-tkt,495537
blackscholes,2,mcs_stp,0.0192641109612791
vips,8,c-tkt-tkt,0.100502512562814
radiosity,8,malthusian_spin,0.0238038562247084
ocean_ncp,8,c-ptl-tkt,0.09765625
barnes,1,c-ptl-tkt,0.0188430374976446
fluidanimate,2,ticket,0.0103842159916926
blackscholes,8,posix,0.0254841997961264
string_match,1,malthusian_spin,0.0149432157800359
s_raytrace_ll,4,c-ptl-tkt,244687
p_raytrace,4,mcs-timepub,0.00676910580112367
blackscholes,2,spinlock,0.0183284457478006
