bench,node,strategy,throughput
water_spatial,2,malthusian_spin,0.0822368421052632
ssl_proxy,2,posix_adaptive,42220
radiosity,2,malthusian_stp,0.0619578686493185
streamcluster,1,spinlock,0.62111801242236
dedup,4,mcs-timepub,0.0189825360668185
matrix_multiply,3,mcs_stp,0.0896057347670251
streamcluster_ll,2,partitioned,20723
lu_ncb,3,ticket,0.0659630606860158
matrix_multiply,4,cbomcs_spin,0.107758620689655
swaptions,1,partitioned,0.0365764447695684
volrend,4,malthusian_stp,0.142247510668563
pca_ll,4,cbomcs_stp,168955
p_raytrace,4,c-tkt-tkt,0.0136388434260775
pca,2,malthusian_spin,0.0908265213442325
radiosity,4,posix,0.0581395348837209
fmm,4,cbomcs_spin,0.0669344042838019
fmm,3,posix,0.0686341798215511
mysqld,2,posix_adaptive,3274
freqmine,2,malthusian_spin,0.0252079657171666
x264,1,clh_spin,0.0869565217391304
lu_cb,3,malthusian_spin,0.0838926174496644
string_match,3,mcs_spin,0.0953288846520496
histogram,2,malthusian_spin,0.78125
s_raytrace_ll,4,malthusian_spin,262746
water_nsquared,3,clh_stp,0.0426985482493595
ssl_proxy,3,cbomcs_stp,9935
vips,3,mcs_stp,0.232558139534884
ssl_proxy,1,malthusian_stp,31616
volrend,3,malthusian_stp,0.14903129657228
bodytrack,4,mcs-timepub,0.05941770647653
bodytrack,3,mcs_spin,0.0571755288736421
barnes,1,cbomcs_stp,0.0508130081300813
freqmine,2,cbomcs_spin,0.025062656641604
blackscholes,3,c-ptl-tkt,0.0340020401224073
lu_cb,2,clh_spin,0.0702740688685875
matrix_multiply,1,spinlock,0.0309693403530505
p_raytrace,2,cbomcs_spin,0.0136184120931499
linear_regression,4,mcs_stp,1.5625
blackscholes,1,posix_adaptive,0.0256410256410256
word_count,3,partitioned,0.0950570342205323
blackscholes,4,clh_stp,0.0351617440225035
pca_ll,2,spinlock,275735
streamcluster_ll,2,backoff,10032
pca,2,posix,0.0623441396508728
x264,2,clh_spin,0.133511348464619
radiosity,3,spinlock,0.0390015600624025
x264,4,cbomcs_spin,0.137741046831956
string_match,4,spinlock,0.117508813160987
histogram,2,partitioned,0.746268656716418
kmeans,1,malthusian_stp,0.0242836328314716
ssl_proxy,4,posix,28530
