bench,node,strategy,throughout,tpp
word_count,2,spinlock-ls,0.102040816326531,0.000929953194144505
histogram,2,c-bo-mcs_stp,0.40650406504065,0.00399231557501195
memcached-old,1,spinlock-ls,372789,2527.37354106905
kmeans,1,mcs_spin,0.0314564328405159,0.000261389328213775
fmm,1,mcs-timepub,0.0547645125958379,0.000483767605877237
streamcluster,1,partitioned,1.47058823529412,0.0126078217766383
pca,1,spinlock-ls,0.117508813160987,0.000944075266800934
rocksdb,1,clh-ls,3595698,26923.7851515942
lu_ncb,2,partitioned,0.0747384155455904,0.000409467235444227
water_nsquared,1,mutexee,0.0179823772702751,0.00014881176274007
s_raytrace,2,partitioned,0.111111111111111,0.000671441225688079
streamcluster_ll,2,malth_spin,32099,208.129264930866
histogram,2,hticket-ls,0.571428571428571,0.00509123057527525
radiosity_ll,1,malth_stp,314327,2503.6000994759
pca_ll,2,c-bo-mcs_stp,100351,1015.76033372238
ferret,1,c-tkt-tkt,0.0269323996768112,0.00019378608775
x264,1,pthreadadapt,0.0908265213442325,0.000693436999908838
s_raytrace_ll,2,malth_stp,336416,1982.65691467452
upscaledb,1,clh_stp,15982,230.85631717757
rocksdb,1,mcs-timepub,3298511,24644.3719162744
linear_regression,1,spinlock-ls,1.47058823529412,0.0107822618293515
pca_ll,2,mcs_stp,22882,288.517346276408
histogram,2,ticket,0.416666666666667,0.00401951713524576
swaptions,1,clh_spin,0.0363240101707228,0.000312148733859824
histogram,2,pthreadadapt,0.5,0.0045047871900466
streamcluster_ll,2,spinlock,22792,150.213847787027
word_count,2,partitioned,0.135869565217391,0.00118559916760885
dedup,2,hmcs,0.00903750564844103,6.58359270205468e-05
streamcluster,1,malth_spin,1.38888888888889,0.0121102972937506
lu_ncb,1,clh_stp,0.0482392667631452,0.000334364883550123
s_raytrace_ll,1,mcs-timepub,188909,1475.72675982676
histogram,2,spinlock-ls,0.363636363636364,0.00366745676154663
histogram,2,hticket-ls,0.543478260869565,0.00496387337631578
histogram,1,c-bo-mcs_stp,0.99009900990099,0.00827535351710262
streamcluster,1,mcs_spin,1.02040816326531,0.00841362540190626
freqmine,2,pthreadadapt,0.0287108814240597,0.000203265181463979
linear_regression,1,mcs_stp,1.53846153846154,0.0111261037832057
histogram,2,ttas,0.37593984962406,0.00384145577529033
histogram,2,alock-ls,0.458715596330275,0.00426009790923383
radiosity_ll,2,malth_stp,341655,2270.88093816206
streamcluster,2,spinlock,0.617283950617284,0.00407511757131893
blackscholes,1,partitioned,0.0267451190157796,0.000274307292281696
streamcluster,2,mcs_stp,0.65359477124183,0.00428010776643659
histogram,2,clh_stp,0.4149377593361,0.00406147617673931
histogram,2,c-ptl-tkt,0.492610837438424,0.00458915746749401
histogram,2,mcs_stp,0.36231884057971,0.00360214105645055
linear_regression,2,malth_spin,2.04081632653061,0.0126586630497322
matrix_multiply,1,pthread,0.0340947834981248,0.000277198325017146
histogram,2,ticket-ls,0.606060606060606,0.00526209760976373
rocksdb,1,ticket-ls,3283550,24448.297771399
upscaledb,2,c-ptl-tkt,331789,2163.75943427619
volrend,1,ahmcs,0.104602510460251,0.00100046131771591
ferret,1,ttas-ls,0.0294377391816309,0.000216816894084107
freqmine,2,spinlock-ls,0.0287935502447452,0.000202663786873703
radiosity_ll,2,clh_stp,5266,66.047986257604
dedup,1,mcs_stp,0.0755857898715042,0.000777879766026057
kyotocabinet,1,hticket-ls,652671,5581.86679380695
kyotocabinet,1,mcs-ls,618587,5198.03453024557
volrend,2,malth_stp,0.0950570342205323,0.000908137906694884
upscaledb,2,c-bo-mcs_stp,63992,721.783207870225
lu_cb,2,c-bo-mcs_spin,0.078064012490242,0.00056555430301867
dedup,2,c-bo-mcs_spin,0.0423728813559322,0.000432092231690781
rocksdb,2,backoff,6166560,36180.6076822009
streamcluster,2,backoff,0.806451612903226,0.005340561434318
kyotocabinet,1,ahmcs,664507,5610.71040150074
streamcluster,2,ttas,0.862068965517241,0.00568461359055134
linear_regression,2,malth_spin,2.04081632653061,0.0126909815042651
vips,2,c-bo-mcs_spin,0.0958772770853308,0.000615965964440911
upscaledb,2,partitioned,289988,1909.57629318598
word_count,2,mcs_spin,0.138121546961326,0.00120573683121543
upscaledb,1,ttas,273788,2294.91767535639
x264,2,c-bo-mcs_stp,0.145137880986938,0.000881456394507741
s_raytrace_ll,2,c-ptl-tkt,328786,1901.87315353037
linear_regression,2,mcs-ls,1.92307692307692,0.0122887150529988
streamcluster_ll,1,ttas-ls,24195,205.412294311679
sqlite,1,pthread,17699,161.655869042872
pca,1,clh_spin,0.115606936416185,0.000918253072124236
histogram,2,partitioned,0.384615384615385,0.00357772572647975
freqmine,1,c-tkt-tkt,0.0171086398631309,0.00014298432338881
memcached-old,1,c-bo-mcs_stp,99738,927.891038139989
fmm,1,mutexee,0.0557413600891862,0.00048900696881484
streamcluster_ll,2,ticket,25351,163.795370626326
dedup,2,spinlock-ls,0.0840336134453781,0.000827092071063086
radiosity,1,mcs_spin,0.112994350282486,0.00123371914663188
histogram,2,ticket,0.393700787401575,0.00386269513983376
word_count,2,clh_stp,0.122399020807834,0.00110170867755629
freqmine,1,c-ptl-tkt,0.0168861870989531,0.000142537708156129
lu_cb,1,ticket-ls,0.0524109014675052,0.000437847293987978
string_match,1,ttas-ls,0.0322372662798195,0.000259474621619135
canneal,2,mcs-timepub,0.0183418928833456,0.000184279586395297
radiosity_ll,1,mcs_stp,322919,2555.27500619157
histogram,2,clh_stp,0.333333333333333,0.00338301447970793
ferret,1,c-tkt-tkt,0.0265041081367612,0.000190498572098998
swaptions,1,ttas,0.0362976406533575,0.000317405015631772
histogram,1,c-tkt-tkt,1,0.00829552502630905
histogram,2,hticket-ls,0.462962962962963,0.00430937776235155
s_raytrace_ll,2,c-ptl-tkt,329064,1900.51091275972
histogram,2,clh_stp,0.373134328358209,0.00353683213839573
word_count,2,clh_stp,0.136986301369863,0.00119807848195444
linear_regression,2,c-bo-mcs_stp,1.81818181818182,0.0117188240666302
s_raytrace_ll,1,ttas-ls,188755,1473.93497236756
volrend,1,clh-ls,0.100806451612903,0.000974262933117818
radiosity_ll,1,mcs_stp,325264,2573.83575799987
streamcluster_ll,2,mcs_spin,36425,233.511574625443
histogram,2,c-bo-mcs_spin,0.392156862745098,0.00391309531826711
lu_ncb,1,hticket-ls,0.0437254044599913,0.000311040152774562
rocksdb,2,spinlock-ls,6326667,37117.7713361695
lu_ncb,2,ticket,0.0746268656716418,0.000406949143499204
histogram,2,spinlock,0.432900432900433,0.00407187161229189
dedup,2,clh_spin,0.0148434021077631,0.000150465374024296
lu_cb,1,clh_spin,0.0518941359626362,0.000434470765792302
word_count,2,mcs_stp,0.128040973111396,0.00113414616666659
histogram,2,mcs_stp,0.350877192982456,0.00353928525047502
blackscholes,2,hmcs,0.0336021505376344,0.000330043238344174
lu_ncb,1,ticket-ls,0.0374391613627855,0.000271334321378271
vips,2,ticket-ls,0.157232704402516,0.000972611104021641
histogram,2,malth_stp,0.4149377593361,0.00410129271023684
histogram,2,clh_stp,0.309597523219814,0.00321133170544292
volrend,2,ttas-ls,0.0972762645914397,0.000913665076948516
linear_regression,2,mcs_stp,0.591715976331361,0.00573779763519884
upscaledb,1,mcs_spin,278686,2339.17476802249
radiosity,2,mcs_stp,0.0148654675189535,0.000190517604285783
bodytrack,2,pthreadadapt,0.0432525951557093,0.00041325884144903
linear_regression,2,mcs_spin,1.96078431372549,0.0120919636398523
pca_ll,2,mcs_stp,22303,281.333643322147
streamcluster_ll,2,spinlock-ls,34343,222.563352529009
s_raytrace,1,c-tkt-tkt,0.062266500622665,0.000491924580838689
vips,2,malth_spin,0.164473684210526,0.0010167305037859
histogram,2,malth_stp,0.393700787401575,0.00395254723566672
histogram,2,pthread,0.421940928270042,0.00411089790030504
s_raytrace_ll,2,malth_stp,327833,1891.69238947777
canneal,2,malth_spin,0.018201674554059,0.000184385336142951
kmeans,2,hticket-ls,0.0384172109104879,0.00024335252985209
water_nsquared,1,ttas-ls,0.0164149704530532,0.000139081002617496
fmm,2,hmcs,0.0751314800901578,0.000591264077045739
swaptions,1,c-bo-mcs_spin,0.0363768643142961,0.000313887911114095
lu_ncb,1,c-ptl-tkt,0.0421762969211303,0.000298641782756624
word_count,2,c-bo-mcs_spin,0.134952766531714,0.00117953898683562
barnes,1,mcs-timepub,0.0544959128065395,0.000452072537011408
histogram,2,malth_stp,0.413223140495868,0.00410734242044235
dedup,1,ttas-ls,0.0283446712018141,0.000293904646927137
water_spatial,2,clh-ls,0.0207900207900208,0.000214903168820592
radiosity_ll,2,mcs_stp,4686,58.8880769891107
histogram,2,mcs_stp,0.33003300330033,0.00333618916686332
word_count,2,mcs_stp,0.114810562571757,0.00106073761971437
ferret,1,ahmcs,0.0263365815117198,0.000188077109143416
bodytrack,1,c-tkt-tkt,0.0348675034867503,0.000354453051174186
histogram,2,hmcs,0.403225806451613,0.00391460620097032
water_spatial,1,ahmcs,0.0134462821029985,0.000146238182954731
streamcluster,1,mcs_stp,1.08695652173913,0.00868660669705583
dedup,2,mutexee,0.0694927032661571,0.000700528209408292
kyotocabinet,1,backoff,665315,5630.39113876134
s_raytrace,2,mcs_stp,0.00229415678267453,2.94625245907208e-05
upscaledb,1,clh_stp,19606,279.50231310047
streamcluster_ll,2,mcs-timepub,23567,154.012883546616
histogram,2,spinlock-ls,0.416666666666667,0.00403123393603667
vips,2,ahmcs,0.116144018583043,0.000734926097999617
bodytrack,2,hmcs,0.0432525951557093,0.000413266974630929
kyotocabinet,2,pthread,321452,2498.10981807392
blackscholes,1,ahmcs,0.0267594327000268,0.000272842996777592
barnes,1,clh_spin,0.0526870389884089,0.000441877026194515
water_spatial,2,malth_stp,0.0847457627118644,0.000623137776123721
histogram,1,pthreadadapt,0.900900900900901,0.00758720845516082
streamcluster,2,mcs_stp,0.854700854700855,0.00552718421192993
word_count,2,ttas,0.12987012987013,0.0011599993171316
dedup,2,c-ptl-tkt,0.0770416024653313,0.000784036314379325
histogram,2,spinlock-ls,0.371747211895911,0.00357590671772446
histogram,2,ahmcs,0.480769230769231,0.00455422569432746
dedup,2,malth_spin,0.0518672199170124,0.000508583420105336
histogram,2,clh-ls,0.386100386100386,0.00378619265574113
upscaledb,1,alock-ls,283421,2397.2245816303
ferret,2,malth_stp,0.0450856627592426,0.000276100211910447
histogram,2,c-ptl-tkt,0.50251256281407,0.00462850158236666
fmm,1,c-tkt-tkt,0.0554938956714761,0.000486432575584833
streamcluster_ll,2,mcs_spin,29657,190.238897770311
string_match,2,spinlock,0.0627746390458255,0.0003860767444897
memcached-new,1,ttas-ls,472569,2917.44401853443
lu_ncb,2,mcs-ls,0.0755857898715042,0.000416502752182088
water_nsquared,2,mcs-timepub,0.0346500346500346,0.000221443444307381
streamcluster,1,mcs-timepub,1.36986301369863,0.0113660427357069
word_count,2,c-ptl-tkt,0.126262626262626,0.00113750072862609
lu_cb,1,mcs_spin,0.0524658971668416,0.000439429330845821
histogram,2,c-ptl-tkt,0.568181818181818,0.00496071116755298
radiosity,2,clh_stp,0.0214408233276158,0.000263434426152115
streamcluster,2,mcs_spin,0.680272108843537,0.00448431444430822
vips,1,spinlock,0.0892060660124888,0.000707495338769547
streamcluster_ll,2,ticket,25648,166.62630509105
histogram,2,partitioned,0.480769230769231,0.00449380079730632
histogram,2,mutexee,0.36101083032491,0.00362328896519374
linear_regression,2,ticket-ls,1.96078431372549,0.012520320009864
upscaledb,1,clh_spin,280831,2379.33486359867
blackscholes,2,mcs_stp,0.0335683115139309,0.000328943565984917
histogram,1,hmcs,1.03092783505155,0.00826299459187004
histogram,2,spinlock-ls,0.374531835205993,0.00368981563397097
dedup,2,ticket-ls,0.0862812769628991,0.000828210286080057
canneal,1,clh_spin,0.0154273372415921,0.000159964236501311
canneal,1,c-bo-mcs_stp,0.015547263681592,0.000161465839802857
rocksdb,2,ticket-ls,6363818,38010.121135222
vips,2,spinlock-ls,0.169491525423729,0.00104056514716424
s_raytrace_ll,1,c-ptl-tkt,188603,1501.83620843066
upscaledb,1,c-bo-mcs_spin,304082,2577.26783860331
histogram,2,c-tkt-tkt,0.373134328358209,0.00370449214311483
pca_ll,2,ticket-ls,783312,3687.9876356706
histogram,1,ttas-ls,0.952380952380952,0.00800921861062082
x264,2,mcs-ls,0.144508670520231,0.000879653139255719
water_nsquared,1,ticket,0.0179629962277708,0.000148381966604593
radiosity,2,clh-ls,0.0979431929480901,0.00103650635607101
memcached-old,1,c-bo-mcs_stp,80801,788.456468803232
histogram,2,c-bo-mcs_spin,0.396825396825397,0.00398271709475253
upscaledb,2,c-bo-mcs_stp,66402,757.816623053769
histogram,2,hmcs,0.387596899224806,0.00386748231198263
streamcluster_ll,2,mcs_stp,33674,219.944758425228
lu_cb,2,pthreadadapt,0.0689655172413793,0.000523473149261689
linear_regression,1,mcs-timepub,1.47058823529412,0.0107354001376171
histogram,1,ahmcs,0.961538461538461,0.00780924732646904
histogram,2,clh_spin,0.452488687782805,0.00427296956797056
streamcluster_ll,2,mutexee,16213,134.660818402058
blackscholes,2,hticket-ls,0.0333222259246918,0.000322257951953194
radiosity,2,ahmcs,0.0992063492063492,0.00103878231012396
water_nsquared,1,c-bo-mcs_spin,0.0179147259046937,0.000147824468013798
dedup,2,clh-ls,0.0147710487444609,0.000148785909382333
pca,1,pthreadadapt,0.117924528301887,0.00092135266146578
histogram,1,ttas-ls,1,0.00825664956290701
streamcluster,2,c-tkt-tkt,1.04166666666667,0.00673654847684281
memcached-old,1,mcs_stp,196427,1582.64560491443
radiosity,2,clh-ls,0.0987166831194472,0.00104975022563305
sqlite,2,c-bo-mcs_stp,3815,37.7903110634915
histogram,1,mcs-timepub,0.925925925925926,0.0076111405573454
histogram,2,mcs-ls,0.374531835205993,0.00376550946510885
dedup,1,mcs_spin,0.0754147812971342,0.000746396469870723
canneal,1,c-bo-mcs_stp,0.0156372165754496,0.000162097676517062
lu_ncb,2,alock-ls,0.0698324022346369,0.000389503068211291
histogram,2,malth_spin,0.431034482758621,0.00414638689567924
vips,2,partitioned,0.116009280742459,0.000733901968749496
p_raytrace,2,spinlock,0.0175192711983181,0.000217334656778237
kyotocabinet,1,c-bo-mcs_stp,89220,1027.69119807715
blackscholes,1,mcs-timepub,0.0267809319764328,0.000274329511747847
histogram,2,ahmcs,0.442477876106195,0.0043070500271398
lu_ncb,2,alock-ls,0.0805152979066023,0.000433204901870285
pca,2,c-tkt-tkt,0.142450142450142,0.00103697470825116
lu_ncb,2,backoff,0.0763941940412529,0.000411574482306038
upscaledb,2,ahmcs,330216,2126.27712427007
radiosity_ll,2,mcs_spin,467197,2747.90634159863
blackscholes,1,alock-ls,0.0268024658268561,0.000276469242784714
upscaledb,2,mcs-timepub,287817,1814.20437364594
lu_ncb,2,hticket-ls,0.0706214689265537,0.000386222463565087
streamcluster,2,hmcs,1.05263157894737,0.00679895876666072
histogram,2,hmcs,0.393700787401575,0.00397960186614356
histogram,2,clh_stp,0.340136054421769,0.00353141578915634
memcached-old,1,mcs_stp,179242,1484.00830409458
memcached-old,1,c-bo-mcs_spin,381852,2548.84411809591
linear_regression,1,ahmcs,1.5625,0.0109871630930644
pca,2,malth_stp,0.13262599469496,0.00096242655081774
histogram,2,malth_spin,0.62111801242236,0.00532361627141806
radiosity,2,c-bo-mcs_spin,0.116279069767442,0.00123312594465
dedup,2,clh_stp,0.0145116819039327,0.000148374409670897
p_raytrace,1,mcs_spin,0.0176273576590869,0.0002179217647702
lu_ncb,1,spinlock,0.0489955903968643,0.000337551087504777
streamcluster,1,spinlock-ls,1.19047619047619,0.00967955101054174
radiosity,1,ttas,0.108695652173913,0.00118294446614799
lu_ncb,2,malth_spin,0.0733137829912023,0.000399292282220507
barnes,1,ticket,0.0550660792951542,0.000455115362000247
histogram,2,c-tkt-tkt,0.54054054054054,0.00489020030803274
blackscholes,1,c-bo-mcs_spin,0.0267308206361935,0.000276282075415468
histogram,2,ticket,0.578034682080925,0.00497759980535594
histogram,2,mcs_spin,0.383141762452107,0.00380050988324685
histogram,2,ticket-ls,0.490196078431373,0.00452077638746775
histogram,2,c-bo-mcs_spin,0.401606425702811,0.0038034740978051
kyotocabinet,1,malth_spin,558706,4705.37220311389
kyotocabinet,1,mcs_stp,87748,1072.15637579377
lu_ncb,2,malth_spin,0.0742942050520059,0.000413344485114024
linear_regression,2,ticket-ls,1.96078431372549,0.0121077735199312
lu_ncb,2,mcs-ls,0.0764525993883792,0.000412318106681566
histogram,1,c-bo-mcs_stp,0.91743119266055,0.00770736474077785
histogram,2,mcs-ls,0.396825396825397,0.00390844170448784
streamcluster,1,pthreadadapt,1.21951219512195,0.0101041886338043
histogram,2,c-ptl-tkt,0.396825396825397,0.00386842194094342
kyotocabinet,1,clh_stp,68350,871.142344952308
histogram,2,c-bo-mcs_stp,0.431034482758621,0.00409831323959723
bodytrack,1,c-tkt-tkt,0.0356760613628255,0.000363235259845866
streamcluster_ll,2,malth_stp,25731,165.283987837627
fmm,2,c-bo-mcs_spin,0.0763358778625954,0.000595670233072818
radiosity,2,c-bo-mcs_stp,0.099009900990099,0.00104924926540328
swaptions,2,ttas-ls,0.0672947510094213,0.000448292216031798
upscaledb,1,clh_stp,16175,234.233093482507
streamcluster,1,partitioned,1.17647058823529,0.00959474861753825
canneal,2,clh_stp,0.0183587295759133,0.000184976082603618
volrend,1,backoff,0.100401606425703,0.00097297003239457
histogram,2,clh_spin,0.54054054054054,0.00483197859874157
histogram,2,c-ptl-tkt,0.420168067226891,0.00400515654292526
lu_ncb,2,clh_stp,0.0706713780918728,0.000382863706145263
swaptions,1,ticket,0.0363768643142961,0.000309389750473478
s_raytrace,1,alock-ls,0.0619962802231866,0.000490767746353844
histogram,1,clh-ls,0.91743119266055,0.00775904526996341
vips,1,hmcs,0.0893655049151028,0.000706780142329434
swaptions,1,clh_stp,0.0363636363636364,0.000313975886630556
histogram,2,ttas-ls,0.476190476190476,0.00446720245846233
pca_ll,2,partitioned,775928,3657.78759259958
canneal,2,malth_stp,0.0183150183150183,0.00018451680354379
dedup,1,mcs-ls,0.0741289844329133,0.000756089415237074
histogram,2,alock-ls,0.606060606060606,0.00520847656643891
lu_ncb,1,c-ptl-tkt,0.0447828034034931,0.000313939457048835
freqmine,2,pthread,0.0287521564117309,0.000204668473010437
dedup,1,ticket,0.124688279301746,0.00113882474534432
pca,1,mcs_stp,0.113507377979569,0.000907043713902387
upscaledb,1,mcs_stp,42486,578.30209085076
dedup,2,pthread,0.0702740688685875,0.000707821851766637
s_raytrace,2,clh_spin,0.106269925611052,0.000649527792450502
radiosity,1,backoff,0.108695652173913,0.00118201367473748
vips,2,c-bo-mcs_spin,0.0869565217391304,0.000558812962307954
linear_regression,1,clh_stp,1.47058823529412,0.0108732297321856
string_match,2,pthreadadapt,0.0627746390458255,0.00038744560592053
water_nsquared,2,partitioned,0.0352112676056338,0.000223036044517701
vips,2,ahmcs,0.122399020807834,0.000774671256864482
histogram,1,mcs_stp,0.892857142857143,0.00754485254509945
volrend,1,ticket-ls,0.107296137339056,0.00101933312670364
lu_ncb,2,spinlock-ls,0.0846023688663283,0.000440764508031436
streamcluster,1,ttas,1.25,0.0106196508951187
s_raytrace,1,mcs_spin,0.0621890547263682,0.000490440202735464
volrend,1,c-tkt-tkt,0.117924528301887,0.00109054985030524
histogram,1,partitioned,0.775193798449612,0.00686598011900529
histogram,2,ahmcs,0.367647058823529,0.00364865200442237
word_count,2,mcs_spin,0.132100396301189,0.00117062448405311
histogram,1,c-bo-mcs_stp,1.04166666666667,0.00845927501982854
kyotocabinet,1,c-bo-mcs_stp,123157,1306.48585887678
histogram,2,partitioned,0.53475935828877,0.00474340512053239
histogram,2,ttas-ls,0.4,0.00388202128913674
streamcluster,1,ttas,1.13636363636364,0.00940895955188964
upscaledb,2,c-bo-mcs_stp,18340,230.400985402653
histogram,2,pthread,0.584795321637427,0.00510191410143956
pca_ll,2,c-bo-mcs_stp,112397,1115.76206374239
string_match,1,backoff,0.032258064516129,0.000258709088387331
histogram,2,pthreadadapt,0.384615384615385,0.00388382815938614
s_raytrace,2,clh_stp,0.00267386828524827,3.41980461179171e-05
histogram,1,spinlock-ls,0.87719298245614,0.0073173327218775
freqmine,2,mcs-timepub,0.0287686996547756,0.000204714030347541
pca,2,mcs_stp,0.00576435323956652,7.40114358604334e-05
lu_ncb,1,mcs_spin,0.0415282392026578,0.000293634998089741
radiosity_ll,2,c-bo-mcs_stp,89730,747.291959848077
dedup,1,spinlock-ls,0.120336943441637,0.00112264931785184
upscaledb,2,c-ptl-tkt,330584,2152.0582135835
bodytrack,1,spinlock,0.0344115622849277,0.000347988264496662
radiosity_ll,1,pthread,295857,2270.11651042647
dedup,2,ticket-ls,0.0074744001793856,5.39212397070958e-05
lu_cb,1,clh_stp,0.0523834468308015,0.000436043579424971
radiosity_ll,1,mcs-timepub,318177,2526.92667963921
canneal,1,c-tkt-tkt,0.0155738981467061,0.000160726634674562
string_match,2,ticket,0.0627352572145546,0.000387580626547043
vips,2,ticket-ls,0.132275132275132,0.000832490872688702
water_spatial,1,clh_spin,0.0178380306814128,0.000188423768214959
string_match,1,spinlock,0.0322476620445018,0.00025988671238298
histogram,1,c-bo-mcs_stp,0.961538461538461,0.0077791673618001
histogram,1,clh-ls,0.961538461538461,0.0079864993659039
streamcluster_ll,2,mcs_spin,28033,181.1594554114
radiosity_ll,1,c-bo-mcs_spin,326777,2601.17719353377
fmm,1,alock-ls,0.0534188034188034,0.000478690665225762
histogram,2,clh-ls,0.584795321637427,0.00513062438862518
streamcluster_ll,2,malth_stp,26178,170.228344827171
sqlite,1,c-bo-mcs_stp,21962,195.17028807586
streamcluster,2,ticket-ls,0.641025641025641,0.00416488564009113
histogram,2,c-ptl-tkt,0.636942675159236,0.00538366940763992
x264,1,pthreadadapt,0.0890471950133571,0.000684074777688814
memcached-old,1,backoff,383160,2656.56117709705
kmeans,2,c-bo-mcs_stp,0.0386100386100386,0.000244303496761365
blackscholes,1,malth_spin,0.0267522739432852,0.000274750114400041
histogram,2,c-tkt-tkt,0.53475935828877,0.00477823627290843
s_raytrace_ll,2,c-ptl-tkt,327030,1873.56724998718
lu_ncb,2,ticket,0.0807754442649435,0.00042821719770119
histogram,2,partitioned,0.602409638554217,0.00513312716538724
histogram,2,pthread,0.495049504950495,0.00453362925359094
histogram,1,ticket,0.961538461538461,0.00804555580352852
blackscholes,2,alock-ls,0.0336700336700337,0.000330665976553547
histogram,2,spinlock-ls,0.518134715025907,0.00465154969145643
kyotocabinet,1,mcs-ls,620932,5224.19391093988
histogram,2,mcs-timepub,0.448430493273543,0.00424005782760468
lu_cb,1,ttas-ls,0.0524109014675052,0.000436924131918741
radiosity_ll,2,mcs_stp,4848,62.2212604964687
streamcluster_ll,2,c-tkt-tkt,43057,275.985346913203
freqmine,2,clh-ls,0.0287686996547756,0.00020455774100398
histogram,2,hmcs,0.380228136882129,0.00352604881431655
histogram,2,clh-ls,0.40650406504065,0.00389831149978074
lu_ncb,1,alock-ls,0.0432152117545376,0.000303612401975912
histogram,2,partitioned,0.45045045045045,0.00427213478045235
fmm,2,c-bo-mcs_spin,0.0755857898715042,0.000594341852135544
vips,1,mcs-ls,0.089126559714795,0.000703759209766011
s_raytrace,2,c-bo-mcs_stp,0.0467071461933676,0.000401980753732324
upscaledb,2,c-tkt-tkt,318682,2059.74305803792
pca_ll,2,spinlock,787023,3704.37170535596
lu_ncb,2,mcs-timepub,0.0749625187406297,0.000413784146476883
pca,2,pthread,0.118623962040332,0.000822966853311379
linear_regression,2,malth_spin,1.96078431372549,0.0121320726055532
histogram,2,c-bo-mcs_spin,0.617283950617284,0.00540107712816995
p_raytrace,2,partitioned,0.0170677590032429,0.000215787351801751
dedup,2,clh-ls,0.0139801481895708,0.000140342759472316
streamcluster,1,mcs_spin,1.20481927710843,0.0101768258085442
histogram,1,ttas-ls,0.934579439252336,0.00785276825943737
kmeans,1,malth_spin,0.0314465408805031,0.000258106075003765
pca,2,mcs_spin,0.133333333333333,0.000981682696183829
bodytrack,1,mcs-timepub,0.035486160397445,0.000362916609732006
streamcluster_ll,2,spinlock-ls,34741,224.760449877763
streamcluster,2,ttas-ls,0.884955752212389,0.0057803799661094
histogram,1,clh-ls,0.980392156862745,0.00853692709279865
linear_regression,2,mcs-ls,1.96078431372549,0.0123450859909927
pca_ll,2,mcs-timepub,769121,3622.88149474982
histogram,1,c-bo-mcs_stp,0.99009900990099,0.00827190663717357
histogram,2,mcs_stp,0.340136054421769,0.00344486877993589
histogram,1,clh-ls,0.900900900900901,0.0072268480875339
histogram,1,partitioned,1,0.00827500140033711
s_raytrace,1,ticket,0.062266500622665,0.000488395949597983
histogram,2,mcs_stp,0.490196078431373,0.00451202226527774
histogram,1,mcs_stp,0.970873786407767,0.00803813994515786
streamcluster,1,mutexee,1,0.00866787044317808
ferret,2,hmcs,0.0106689427077777,6.90380122678347e-05
lu_ncb,1,c-bo-mcs_spin,0.0408997955010225,0.000294242990158986
lu_ncb,1,clh-ls,0.0440917107583774,0.000314221369272645
dedup,2,c-bo-mcs_spin,0.0448833034111311,0.000457100625642174
kmeans,2,mcs_spin,0.0388802488335925,0.000246035625384801
histogram,2,mcs-timepub,0.350877192982456,0.00356526505579791
histogram,2,clh-ls,0.598802395209581,0.00508292719474315
pca,2,mutexee,0.122100122100122,0.000863262094942491
dedup,2,pthreadadapt,0.0773993808049536,0.000803188861541361
histogram,2,clh_stp,0.418410041841004,0.00406278823070216
histogram,2,malth_spin,0.483091787439614,0.00444997885347799
histogram,2,mcs_spin,0.549450549450549,0.00486378349330812
upscaledb,2,backoff,274479,1792.35011500814
streamcluster,1,mcs_spin,1.40845070422535,0.0124632795951199
s_raytrace_ll,1,clh_spin,188735,1498.20205433917
kmeans,1,spinlock,0.0318167356029271,0.000261832464419215
kyotocabinet,2,backoff,619603,4036.75885041248
volrend,2,hticket-ls,0.102040816326531,0.000971865764131862
upscaledb,1,mcs_stp,17007,245.12112113878
bodytrack,1,clh_stp,0.0370782350760104,0.000363786889126482
swaptions,2,mcs_spin,0.0674308833445718,0.000448803059384897
histogram,2,spinlock,0.588235294117647,0.00504610102760517
fmm,2,ahmcs,0.0694444444444444,0.000560646720209763
radiosity_ll,2,ahmcs,488907,2882.48999422101
linear_regression,1,malth_spin,1.51515151515152,0.0109563886428267
histogram,1,c-bo-mcs_stp,0.862068965517241,0.00751060247341714
streamcluster,1,ttas-ls,1.36986301369863,0.0118651426397192
lu_ncb,2,alock-ls,0.0844594594594595,0.000439485827423681
histogram,1,c-bo-mcs_stp,0.746268656716418,0.00668421898009379
upscaledb,2,clh_spin,294572,1951.74987960746
linear_regression,1,clh-ls,1.49253731343284,0.0110376123860731
canneal,1,mutexee,0.0156079288278445,0.000161495973167837
radiosity_ll,2,c-tkt-tkt,493037,2938.11651569298
bodytrack,2,pthreadadapt,0.0440528634361234,0.000417191888482542
streamcluster,2,spinlock,0.602409638554217,0.00404654139294798
upscaledb,1,ticket-ls,280700,2385.23432713678
histogram,2,mutexee,0.37037037037037,0.00365833895921844
canneal,1,mcs-timepub,0.0155860349127182,0.00016203235489835
volrend,1,hticket-ls,0.10752688172043,0.00102303936623153
word_count,2,clh_stp,0.117233294255569,0.00107186757967847
sqlite,1,c-bo-mcs_stp,23219,202.895329192931
lu_cb,2,pthreadadapt,0.0781860828772479,0.000569249383948355
freqmine,2,partitioned,0.0286944045911047,0.000203518273719578
streamcluster,2,mcs_spin,0.840336134453782,0.00548685407649582
linear_regression,2,clh_stp,0.588235294117647,0.00573307236999433
vips,2,malth_spin,0.129198966408269,0.00081427666919578
streamcluster,2,mcs_spin,0.806451612903226,0.00538737456165021
dedup,2,hmcs,0.0434593654932638,0.000460714185880812
