bench,node,strategy,throughout,tpp
histogram,2,hmcs,0.37037037037037,0.00371024701288569
dedup,2,c-bo-mcs_spin,0.0456412596987677,0.000453177619267677
kmeans,1,spinlock-ls,0.0318572793883402,0.000264043388699602
streamcluster,2,ttas-ls,0.900900900900901,0.00593639533514968
histogram,1,spinlock-ls,0.943396226415094,0.00759100404988416
histogram,2,pthreadadapt,0.512820512820513,0.00470538094754741
histogram,2,hmcs,0.387596899224806,0.00387542554643084
histogram,2,mcs_spin,0.409836065573771,0.00404809334054763
histogram,2,c-ptl-tkt,0.371747211895911,0.00370701167616744
word_count,2,c-bo-mcs_stp,0.136239782016349,0.00119554155058332
dedup,2,alock-ls,0.00534444978889423,4.05246351327376e-05
lu_cb,1,ahmcs,0.0522193211488251,0.00043655958729326
streamcluster,1,malth_spin,1.06382978723404,0.00858693906131858
linear_regression,2,malth_spin,2.04081632653061,0.0125611588694048
memcached-new,1,c-tkt-tkt,469582,2906.99448817423
lu_ncb,2,malth_stp,0.078003120124805,0.000419908092775759
blackscholes,2,spinlock,0.033478406427854,0.000330503436328671
histogram,2,mcs_stp,0.284900284900285,0.00304681399231045
p_raytrace,1,mutexee,0.0170735871606625,0.00021197458932989
vips,2,c-ptl-tkt,0.0938967136150235,0.000600216765403785
s_raytrace,1,backoff,0.0620732464307883,0.000490147446193976
histogram,2,ahmcs,0.50251256281407,0.00459145501845873
histogram,2,mcs_spin,0.398406374501992,0.00388386176709892
radiosity_ll,2,c-bo-mcs_stp,151936,1211.27728039614
histogram,2,c-tkt-tkt,0.617283950617284,0.00539111097664482
volrend,2,c-bo-mcs_stp,0.0923361034164358,0.000888670156751045
bodytrack,1,mcs_spin,0.0351370344342937,0.000355133166291642
histogram,1,mcs_stp,0.970873786407767,0.00805541143529452
vips,2,mcs_spin,0.125786163522013,0.000793299331825868
histogram,2,ttas-ls,0.403225806451613,0.00394075755137026
kyotocabinet,1,spinlock-ls,500201,4246.84624750961
streamcluster,2,backoff,0.671140939597315,0.00446238282675174
kyotocabinet,2,clh_spin,551360,3589.91638221645
lu_ncb,1,mcs_stp,0.0434971726837756,0.000305610595234263
radiosity,2,clh_stp,0.0166833500166834,0.000211075592649537
kyotocabinet,2,c-bo-mcs_stp,112212,1213.67861616756
freqmine,2,c-ptl-tkt,0.0285225328009127,0.000202584773493142
histogram,2,ttas-ls,0.469483568075117,0.00441176935121596
streamcluster,2,mcs_spin,0.78125,0.00520811106634335
histogram,2,ticket-ls,0.373134328358209,0.00373487280806617
histogram,2,mutexee,0.4,0.00393359442776139
lu_ncb,2,malth_spin,0.0698812019566736,0.00039924681640928
memcached-new,1,spinlock-ls,467055,2881.37130509651
histogram,2,mcs-ls,0.497512437810945,0.00463479753616944
matrix_multiply,1,ttas,0.0341413451689997,0.00027788442773701
linear_regression,2,clh_spin,1.92307692307692,0.011768223335083
p_raytrace,2,clh-ls,0.0173701580684384,0.000214564573562874
streamcluster,1,spinlock-ls,1.33333333333333,0.011133755189833
word_count,1,ttas,0.1669449081803,0.00132128704657984
histogram,2,mcs_spin,0.390625,0.0038080794376338
dedup,2,mutexee,0.074794315632012,0.000757739888053828
freqmine,2,ticket-ls,0.0287604256542997,0.000204227415892557
radiosity,1,malth_stp,0.107991360691145,0.00117482951449752
matrix_multiply,2,ahmcs,0.0677048070412999,0.000416175090360685
histogram,1,ticket-ls,0.980392156862745,0.00797015470365176
streamcluster,2,mcs_spin,0.87719298245614,0.00576813567757981
memcached-old,1,mutexee,116765,1181.46193988128
histogram,1,spinlock,0.909090909090909,0.00758126818134997
linear_regression,2,mcs-ls,1.96078431372549,0.0121776869192438
lu_ncb,1,alock-ls,0.0453309156844968,0.000324245945245847
kyotocabinet,2,pthread,225136,2860.70185289962
histogram,2,clh_spin,0.50251256281407,0.00470141569828748
histogram,2,ahmcs,0.373134328358209,0.00372658904589124
streamcluster,1,ahmcs,1.42857142857143,0.0122774275798439
streamcluster,2,mcs_stp,0.699300699300699,0.0045712560652854
radiosity,2,ttas,0.105263157894737,0.00105568433690429
volrend,2,clh-ls,0.1001001001001,0.000945252683066185
lu_ncb,1,mcs_spin,0.0478468899521531,0.000336609608283891
upscaledb,2,ttas,292495,1914.99778576642
histogram,2,mutexee,0.398406374501992,0.00384870687105404
bodytrack,2,mcs-timepub,0.0433463372345037,0.000415754040641284
lu_cb,2,pthreadadapt,0.0777604976671851,0.000565819641415582
histogram,2,mcs-ls,0.552486187845304,0.00494348589621249
vips,2,c-tkt-tkt,0.0929368029739777,0.000597750465707537
streamcluster,2,pthreadadapt,0.480769230769231,0.00320149522633051
x264,1,alock-ls,0.0908265213442325,0.000695214491534175
word_count,2,mcs-timepub,0.130718954248366,0.00116127221003068
linear_regression,2,c-bo-mcs_stp,1.49253731343284,0.0102621084105141
histogram,1,c-bo-mcs_stp,0.99009900990099,0.00833401790345395
histogram,2,hmcs,0.581395348837209,0.00509902944920493
s_raytrace,2,pthread,0.111234705228031,0.000667125824465616
radiosity_ll,2,spinlock-ls,173788,1145.8903241039
radiosity,1,malth_stp,0.109529025191676,0.00117678011186255
histogram,2,malth_spin,0.381679389312977,0.00378116332722892
pca_ll,1,clh-ls,427664,2812.75399622926
freqmine,1,pthread,0.0166030217499585,0.000140717885732623
ferret,1,pthreadadapt,0.0297885016383676,0.000220363611130801
word_count,2,ttas,0.136798905608755,0.00119168436548342
upscaledb,1,c-tkt-tkt,302734,2556.33000944174
histogram,2,malth_stp,0.574712643678161,0.00509277277536494
streamcluster,1,ticket-ls,1.23456790123457,0.0106586847613615
canneal,2,c-bo-mcs_stp,0.018308311973636,0.00018429181090577
streamcluster,1,c-bo-mcs_stp,1.19047619047619,0.00951877436413588
streamcluster,1,malth_stp,1.0989010989011,0.00895379562991918
volrend,2,malth_spin,0.100603621730382,0.000945798989488309
freqmine,1,ttas,0.0163692912096906,0.000139303644886207
sqlite,1,c-bo-mcs_stp,22481,197.841398187165
sqlite,2,mcs_stp,500,6.49424784985195
water_nsquared,1,c-ptl-tkt,0.0179694519317161,0.000147889136560403
kyotocabinet,2,pthread,287025,2547.44032370868
memcached-old,1,pthread,116680,1185.01494771233
sqlite,2,mcs_stp,733,9.20093968581942
bodytrack,1,mcs-timepub,0.0356887937187723,0.000362979731717775
histogram,1,mcs_stp,0.934579439252336,0.00782772694699776
dedup,2,pthread,0.0654878847413229,0.000681982900528162
pca_ll,2,pthreadadapt,759792,3645.27894032439
p_raytrace,1,mutexee,0.0171909919202338,0.000213122927149494
histogram,2,ticket,0.465116279069767,0.00437991454059665
lu_ncb,1,mutexee,0.0432525951557093,0.000303517163968011
fmm,2,ticket,0.0766283524904215,0.000598951299523791
kyotocabinet,2,c-bo-mcs_stp,133203,1448.78799866715
pca_ll,2,clh_stp,42573,497.997330866254
dedup,2,pthread,0.0793021411578113,0.000798743733938277
s_raytrace,1,clh_stp,0.0609013398294762,0.000479514976815465
s_raytrace_ll,2,ttas-ls,328331,1884.73621465434
streamcluster_ll,1,spinlock-ls,23559,194.52044999543
kmeans,1,pthreadadapt,0.0318471337579618,0.000262896299842867
freqmine,2,ahmcs,0.0286697247706422,0.000203721278025334
freqmine,1,hticket-ls,0.01653165812531,0.000140509054891766
volrend,2,clh_stp,0.0918273645546373,0.0008773016839826
histogram,2,clh-ls,0.613496932515337,0.00529537411473921
histogram,2,c-bo-mcs_spin,0.431034482758621,0.00411283177231969
histogram,2,partitioned,0.381679389312977,0.00378532664609453
streamcluster,2,ttas-ls,0.934579439252336,0.00616014189467965
histogram,2,hticket-ls,0.40650406504065,0.00397510681579089
pca,1,malth_stp,0.116550116550117,0.00093939791227851
swaptions,2,malth_spin,0.0673400673400673,0.000449122191395513
word_count,2,mcs_spin,0.135685210312076,0.00118849767999489
histogram,2,c-tkt-tkt,0.45662100456621,0.00415232972750141
ferret,1,clh-ls,0.0261437908496732,0.000186706510667509
streamcluster,2,mcs_stp,0.900900900900901,0.00588240204193234
histogram,2,mcs_stp,0.273972602739726,0.00298942452510667
lu_ncb,1,hmcs,0.0462320850670365,0.000316190389052019
swaptions,1,mcs_stp,0.0364697301239971,0.0003102678387304
streamcluster_ll,2,partitioned,45828,295.850279565215
histogram,2,ttas,0.389105058365759,0.00382378698655469
dedup,1,clh_stp,0.0182982616651418,0.000190338638289311
histogram,2,malth_spin,0.636942675159236,0.00548123386126056
volrend,1,hticket-ls,0.11441647597254,0.0010715145723362
fmm,2,c-tkt-tkt,0.0763358778625954,0.000591060075566546
ferret,1,mcs_spin,0.0270489586150933,0.000194175673753029
dedup,2,mcs-ls,0.0477326968973747,0.000483356230465774
histogram,2,pthreadadapt,0.515463917525773,0.00467826638137663
s_raytrace_ll,1,spinlock,189205,1484.26909319737
histogram,2,ticket,0.588235294117647,0.00509179425582877
lu_ncb,1,c-ptl-tkt,0.0431965442764579,0.000304563921180763
histogram,1,mcs_stp,1.01010101010101,0.00823794092930086
word_count,2,malth_stp,0.125786163522013,0.00113773930022348
linear_regression,2,clh-ls,1.92307692307692,0.0119325002801453
vips,2,pthreadadapt,0.171232876712329,0.00105012193123262
fmm,2,hmcs,0.0767459708365311,0.000587506432255423
swaptions,2,malth_spin,0.06765899864682,0.00045107457633382
histogram,2,alock-ls,0.588235294117647,0.00500500683366116
histogram,2,malth_stp,0.409836065573771,0.00404588164104212
freqmine,1,clh-ls,0.0165152766308836,0.000139943024414307
histogram,2,mcs_spin,0.454545454545455,0.00438017712297439
freqmine,2,backoff,0.028137310073157,0.000201431892587834
pca,2,mcs_spin,0.134228187919463,0.00099605396289681
s_raytrace_ll,1,ticket,189151,1479.99328040439
pca,2,pthread,0.114942528735632,0.000804140785305026
histogram,2,mcs_stp,0.290697674418605,0.00308684541382531
radiosity_ll,1,malth_spin,322891,2556.42331572453
streamcluster,1,mcs_spin,1.12359550561798,0.00938993904089134
histogram,2,ticket,0.645161290322581,0.00539108258119061
lu_ncb,2,mcs-timepub,0.0740740740740741,0.000410839695932726
dedup,2,ticket,0.00644329896907217,4.40996582167827e-05
upscaledb,1,c-bo-mcs_stp,63527,734.572296445382
histogram,1,c-bo-mcs_stp,0.854700854700855,0.00698953299959478
freqmine,1,malth_stp,0.0170910955392241,0.000143508299815364
vips,1,pthread,0.0893655049151028,0.000713741546005286
histogram,2,ahmcs,0.403225806451613,0.00404464065032191
dedup,2,c-ptl-tkt,0.00773335395561055,5.38649862258103e-05
water_nsquared,1,spinlock-ls,0.0179791441927364,0.000149141568247107
memcached-new,1,c-bo-mcs_spin,452200,2788.29231450324
vips,2,ticket,0.130039011703511,0.000818020342899632
vips,2,c-tkt-tkt,0.121506682867558,0.000769498956782954
radiosity,2,mcs_stp,0.0156494522691706,0.000200194126242276
memcached-old,1,pthread,114274,1171.31897656976
histogram,1,mcs_stp,0.869565217391304,0.00742146795567472
lu_ncb,2,pthreadadapt,0.0648508430609598,0.000396036887539463
histogram,1,partitioned,1,0.00833593664634799
kyotocabinet,2,pthread,326111,2493.77849634649
histogram,2,alock-ls,0.403225806451613,0.00403702362439984
rocksdb,1,c-tkt-tkt,3348785,25002.550065464
string_match,1,ticket,0.0321440051430408,0.00025859872323185
water_nsquared,2,spinlock-ls,0.0347705146036161,0.000220590476379818
lu_ncb,2,mcs-timepub,0.0807102502017756,0.000440727545380885
histogram,2,mcs-timepub,0.50761421319797,0.00465122089850853
kyotocabinet,2,clh_spin,581696,3773.88542211737
streamcluster,2,alock-ls,1.16279069767442,0.00757819379283029
radiosity,1,malth_spin,0.109409190371991,0.00118290754944764
histogram,2,malth_spin,0.490196078431373,0.00442093991808697
lu_cb,2,mcs_stp,0.0774593338497289,0.000567471431971547
x264,2,pthreadadapt,0.14792899408284,0.000899465155981357
histogram,2,malth_spin,0.568181818181818,0.00505975453734247
linear_regression,2,ticket,1.85185185185185,0.0118139291044224
streamcluster_ll,2,ticket,26767,172.585983775602
linear_regression,2,mcs_stp,0.529100529100529,0.00531704683604715
bodytrack,1,malth_spin,0.0340251786321878,0.000346975298094676
volrend,1,mcs_stp,0.118906064209275,0.00106846483200521
histogram,2,c-bo-mcs_stp,0.602409638554217,0.00525900831574379
dedup,2,ticket,0.0200481154771451,0.000145625425527323
radiosity,1,ticket-ls,0.109529025191676,0.00119254516547771
fmm,1,clh_spin,0.0531632110579479,0.000472065497512969
histogram,2,partitioned,0.518134715025907,0.00470086265013398
kmeans,2,mcs_spin,0.0390015600624025,0.000247128715312625
histogram,2,mcs_stp,0.309597523219814,0.00326300076579365
vips,2,ticket,0.124688279301746,0.00078597625328374
histogram,2,ahmcs,0.393700787401575,0.00389711048431372
dedup,2,c-bo-mcs_spin,0.00729820464165815,5.11512711823094e-05
linear_regression,2,mcs_spin,2,0.0123928067143136
histogram,2,c-bo-mcs_spin,0.398406374501992,0.00389362540632317
blackscholes,2,mcs-ls,0.0336587007741501,0.000329415424720527
s_raytrace_ll,2,spinlock,334238,1940.76518574376
streamcluster,2,c-ptl-tkt,0.961538461538461,0.00613948787523284
blackscholes,1,ttas-ls,0.0267881060809001,0.000273487736331983
water_nsquared,2,clh-ls,0.026048450117218,0.000182892067909709
string_match,1,ttas,0.0322372662798195,0.000260056366291593
histogram,2,clh-ls,0.578034682080925,0.00503643376330107
streamcluster,1,alock-ls,1.26582278481013,0.0101872681702484
freqmine,1,pthreadadapt,0.0168095478231636,0.000141551065893455
kmeans,1,hticket-ls,0.0323310701584222,0.000264692882335709
radiosity,2,ticket-ls,0.112107623318386,0.00116665988176168
lu_ncb,1,c-bo-mcs_spin,0.0462107208872458,0.000330009981019872
histogram,1,spinlock,0.934579439252336,0.00760687974114944
histogram,2,spinlock-ls,0.37037037037037,0.00373881958347037
lu_ncb,2,mcs-timepub,0.0696378830083565,0.000418673577588601
histogram,2,ticket,0.571428571428571,0.00502856729077892
histogram,2,ticket,0.429184549356223,0.00409841012220414
barnes,1,mcs-ls,0.0542005420054201,0.000451799654875485
string_match,2,mcs-ls,0.0628140703517588,0.000386804339083039
lu_ncb,1,c-ptl-tkt,0.0466635557629491,0.000328341257911431
streamcluster,1,ahmcs,1.13636363636364,0.009410084883953
dedup,2,mutexee,0.0753579502637528,0.000768790124160812
histogram,2,mcs-ls,0.487804878048781,0.00455883898588718
water_nsquared,2,mcs_stp,0.0350262697022767,0.000222922226199767
pca_ll,2,clh_stp,64957,687.159595130056
freqmine,2,pthreadadapt,0.02808199943836,0.000202022001158763
histogram,2,clh_spin,0.387596899224806,0.00378131735719691
pca_ll,2,c-bo-mcs_spin,775984,3658.59753258341
histogram,1,c-bo-mcs_stp,0.980392156862745,0.0079357890547915
barnes,2,pthreadadapt,0.0983284169124877,0.000655110475085605
rocksdb,1,clh_spin,3538139,26409.0517357556
histogram,1,pthreadadapt,0.934579439252336,0.00783227907463001
bodytrack,2,c-bo-mcs_spin,0.0426803243704652,0.000404029506344341
histogram,2,c-bo-mcs_spin,0.403225806451613,0.00393672053991303
s_raytrace_ll,2,mcs-ls,329110,1931.99365883884
histogram,2,pthreadadapt,0.50251256281407,0.00461920786266781
streamcluster_ll,2,hmcs,43082,273.641028384931
histogram,1,c-bo-mcs_stp,0.943396226415094,0.00767355541175654
radiosity_ll,2,clh_stp,4776,60.5167729471373
matrix_multiply,2,spinlock,0.0680272108843537,0.00041799503311132
kyotocabinet,2,c-bo-mcs_stp,117018,1227.18464098164
streamcluster,2,ttas,0.91743119266055,0.00599852143644817
dedup,2,spinlock-ls,0.0774593338497289,0.000766120598351495
histogram,2,malth_spin,0.429184549356223,0.00412575312013174
rocksdb,1,malth_spin,3524591,26363.0816105136
upscaledb,2,c-tkt-tkt,316809,2050.96912270838
word_count,2,ticket-ls,0.124843945068664,0.00111693082581454
dedup,2,c-ptl-tkt,0.0744047619047619,0.00076373294947097
radiosity_ll,2,alock-ls,450692,2674.79814989943
x264,1,pthreadadapt,0.0910746812386157,0.000696770735965212
kmeans,1,ttas,0.0319693094629156,0.000263314157553537
s_raytrace,1,hticket-ls,0.0620732464307883,0.000489667230141765
s_raytrace,1,hticket-ls,0.0620732464307883,0.000489869476688094
swaptions,2,spinlock,0.0673400673400673,0.000448196328780396
histogram,2,clh_stp,0.389105058365759,0.00387166896363107
radiosity,2,clh_stp,0.0174337517433752,0.000219760352188608
s_raytrace_ll,2,c-bo-mcs_stp,88943,943.248625556321
histogram,2,partitioned,0.348432055749129,0.00351811243192153
histogram,2,partitioned,0.352112676056338,0.00336850207822599
s_raytrace,1,c-bo-mcs_spin,0.0619195046439629,0.000488471434015422
streamcluster,1,ahmcs,1.47058823529412,0.0125266140441983
upscaledb,2,ahmcs,331340,2137.21380941991
rocksdb,2,malth_spin,5913286,34694.2508586558
vips,2,c-tkt-tkt,0.125156445556946,0.000789978392882288
streamcluster,1,malth_spin,1.05263157894737,0.00834310512568592
histogram,2,ttas-ls,0.574712643678161,0.0050736973567432
pca_ll,1,hmcs,425067,2752.13677991664
barnes,2,c-ptl-tkt,0.0974658869395712,0.000653075105721121
p_raytrace,2,partitioned,0.0174520069808028,0.000215597973202003
memcached-new,1,mutexee,353040,2368.59017559731
x264,2,c-tkt-tkt,0.144508670520231,0.000876131588999964
swaptions,1,malth_spin,0.0363372093023256,0.000314106528662548
vips,2,mcs_stp,0.171526586620926,0.0010529088297921
dedup,2,c-ptl-tkt,0.0108260257659413,7.62308509996626e-05
memcached-old,1,mcs_stp,195737,1590.85365577621
canneal,2,c-tkt-tkt,0.0179694519317161,0.000180397976672674
volrend,1,backoff,0.100806451612903,0.000974046570050948
barnes,2,alock-ls,0.0945179584120983,0.000637752470498416
histogram,2,mcs-timepub,0.581395348837209,0.00506275487173713
histogram,2,c-tkt-tkt,0.383141762452107,0.00386062744237528
radiosity,1,alock-ls,0.104931794333683,0.00114679527189704
lu_ncb,1,clh_stp,0.0418235048097031,0.000295899393157659
kyotocabinet,1,mcs_stp,74393,933.230086295275
x264,2,pthreadadapt,0.147275405007364,0.000902476765176145
streamcluster,2,backoff,0.649350649350649,0.00444877084443218
streamcluster,2,ticket,0.684931506849315,0.00451651989188951
word_count,2,c-ptl-tkt,0.133511348464619,0.00117750654186721
histogram,2,partitioned,0.571428571428571,0.00502850207776952
radiosity_ll,1,spinlock-ls,328676,2626.39816870984
histogram,2,ticket-ls,0.409836065573771,0.00404492124501932
histogram,1,clh-ls,1.03092783505155,0.00817115230243461
lu_ncb,1,hticket-ls,0.0426439232409382,0.000300372240444107
swaptions,1,pthreadadapt,0.0364166059723234,0.000314310700037641
dedup,2,hticket-ls,0.048828125,0.000491280063809813
streamcluster_ll,2,mcs_spin,34795,223.613802645675
kmeans,2,c-tkt-tkt,0.0401929260450161,0.000254055338395799
pca,2,hticket-ls,0.13262599469496,0.000983444929009069
radiosity,2,clh_stp,0.0195121951219512,0.000245874005645382
volrend,2,clh-ls,0.0971817298347911,0.000914612361557699
histogram,1,clh-ls,1.01010101010101,0.00806520589926259
histogram,1,c-tkt-tkt,0.99009900990099,0.0082876215752647
dedup,2,alock-ls,0.00558752863608426,4.21545872855652e-05
pca_ll,2,ahmcs,774853,3645.78447104337
s_raytrace_ll,1,spinlock-ls,189348,1477.37014475626
kyotocabinet,1,ttas-ls,584222,4936.48040106032
histogram,2,ttas-ls,0.602409638554217,0.00526739953752232
lu_ncb,2,mcs_stp,0.0732064421669107,0.000413009114053018
dedup,2,c-tkt-tkt,0.00851353652307169,5.87690300968984e-05
kyotocabinet,1,clh_stp,57423,730.721043249198
histogram,1,spinlock,0.99009900990099,0.00816352154073734
streamcluster,1,pthread,1.31578947368421,0.0106106068974293
histogram,2,c-bo-mcs_spin,0.395256916996047,0.00384676339540434
streamcluster_ll,2,mcs-ls,32100,208.6848592406
s_raytrace_ll,1,clh-ls,188426,1467.63498620415
radiosity,2,mcs_stp,0.0138026224982747,0.000177089001769657
blackscholes,1,hmcs,0.0267451190157796,0.000275257464918727
pca_ll,1,mcs-timepub,422784,2789.05840008608
kmeans,2,ticket-ls,0.039032006245121,0.000245801007625983
histogram,2,mcs_stp,0.420168067226891,0.00403821118567619
lu_cb,2,mcs_stp,0.0781860828772479,0.000567625473941657
matrix_multiply,2,ttas-ls,0.0683060109289617,0.000419848114562104
histogram,2,pthread,0.588235294117647,0.00510159362000008
lu_ncb,2,alock-ls,0.0767459708365311,0.000410265758761343
histogram,1,spinlock,0.952380952380952,0.00816644822098213
barnes,2,backoff,0.0960614793467819,0.000648826447296507
radiosity,2,mcs-timepub,0.11441647597254,0.001201443962154
linear_regression,1,c-bo-mcs_stp,1.40845070422535,0.0104884701872944
p_raytrace,1,clh-ls,0.0168947457340767,0.000207884561237483
x264,1,malth_stp,0.0909918107370337,0.000694687657487863
pca,2,ticket,0.136798905608755,0.000989629368056659
string_match,1,hticket-ls,0.0322372662798195,0.00025960006060353
rocksdb,2,c-tkt-tkt,6438830,37785.5021961679
s_raytrace_ll,1,mutexee,188809,1469.40199100238
histogram,2,ttas-ls,0.40650406504065,0.00393957286166141
streamcluster,2,ttas,0.833333333333333,0.00550121068444259
histogram,1,c-bo-mcs_stp,0.925925925925926,0.0077677783512297
histogram,1,clh-ls,0.99009900990099,0.00826408867208475
p_raytrace,2,malth_stp,0.0172503018802829,0.000213814951523042
histogram,2,alock-ls,0.37037037037037,0.00376370464127598
histogram,2,ticket-ls,0.384615384615385,0.00387940620629267
pca_ll,1,mcs_stp,426671,2757.05983232939
barnes,1,spinlock-ls,0.0547345374931582,0.000452416462053555
histogram,2,alock-ls,0.490196078431373,0.00453951485850625
kyotocabinet,2,pthread,315626,2482.31652465305
histogram,2,hticket-ls,0.628930817610063,0.00543877239162309
histogram,2,alock-ls,0.429184549356223,0.00418431092951722
kyotocabinet,1,clh_spin,603556,5093.46596461392
fmm,1,mcs_stp,0.0547345374931582,0.000484963809359918
string_match,2,c-ptl-tkt,0.0628930817610063,0.000388976192974668
histogram,2,spinlock,0.515463917525773,0.00464645737734022
streamcluster_ll,2,backoff,27584,179.103816679348
lu_ncb,2,c-bo-mcs_stp,0.0841042893187553,0.00044529814689617
histogram,2,mcs-ls,0.4149377593361,0.00401618879113918
kyotocabinet,1,mcs_stp,28880,384.30613507352
lu_ncb,2,spinlock-ls,0.0689655172413793,0.000394088622582451
p_raytrace,1,malth_stp,0.0171732783788425,0.000213083866379796
vips,2,mcs_spin,0.120918984280532,0.000766041990397129
swaptions,2,spinlock,0.0673854447439353,0.000451499323444292
histogram,2,clh_stp,0.302114803625378,0.00310284650980996
lu_ncb,1,hticket-ls,0.0444444444444444,0.000313008661180655
histogram,2,ahmcs,0.384615384615385,0.00384375141281888
streamcluster,2,malth_stp,0.793650793650794,0.0052002871619372
ferret,1,clh-ls,0.0266098988823842,0.000191221622661718
histogram,2,c-tkt-tkt,0.390625,0.00386643182372189
radiosity_ll,2,c-bo-mcs_stp,131210,1078.24457050526
memcached-new,1,mutexee,355855,2398.71304331789
histogram,2,pthread,0.628930817610063,0.00529900707205484
p_raytrace,1,mcs_spin,0.0176087339320303,0.000218527479688637
dedup,2,mcs-ls,0.0478468899521531,0.000503068401827258
histogram,2,clh_spin,0.45045045045045,0.00427887986319086
histogram,2,c-tkt-tkt,0.62111801242236,0.00531903279452329
linear_regression,1,c-bo-mcs_stp,1.49253731343284,0.0107533638995551
sqlite,2,mcs_stp,717,9.00232403093183
pca_ll,1,mcs-timepub,424372,2740.05986741419
rocksdb,1,mcs-ls,3573153,26675.4324769943
upscaledb,1,c-bo-mcs_stp,62346,712.612815932187
blackscholes,2,ttas,0.0335908632851864,0.000329937681037569
string_match,2,mcs-ls,0.06265664160401,0.000386017723758279
streamcluster,1,c-bo-mcs_stp,1.25,0.0102726944262538
radiosity_ll,2,pthreadadapt,228848,1445.75029059456
memcached-new,1,backoff,391459,2505.79789703194
vips,2,ticket-ls,0.13550135501355,0.00085296208347439
histogram,1,clh-ls,0.99009900990099,0.00813413375270107
lu_ncb,1,ahmcs,0.0449438202247191,0.000312491563216061
histogram,2,c-ptl-tkt,0.386100386100386,0.00360821728476656
barnes,1,partitioned,0.0544959128065395,0.000454072473874578
volrend,1,c-tkt-tkt,0.105263157894737,0.00100970841405157
bodytrack,2,ahmcs,0.0434216239687364,0.000413262864961838
streamcluster,2,ticket-ls,0.684931506849315,0.00448723163398865
vips,2,ticket,0.142450142450142,0.000888944435668439
radiosity,2,mcs_stp,0.0261301280376274,0.000294421202072529
histogram,2,ticket-ls,0.591715976331361,0.00518103666388573
vips,2,alock-ls,0.115074798619102,0.000731995230436198
pca,1,clh_stp,0.112994350282486,0.000894457971859089
s_raytrace,1,mcs_spin,0.0621890547263682,0.000490376752697908
water_spatial,1,backoff,0.0509683995922528,0.000444232158531819
radiosity_ll,2,clh_stp,7025,85.2579242750161
lu_ncb,1,clh_stp,0.0426075841499787,0.000302817956801536
histogram,2,pthread,0.531914893617021,0.00459342902811778
lu_ncb,2,mcs_stp,0.0706214689265537,0.000411570987746681
streamcluster,1,spinlock-ls,1.26582278481013,0.0104249848272165
blackscholes,1,mutexee,0.0267594327000268,0.000274322314161952
lu_ncb,2,mcs_stp,0.0729394602479942,0.00040714536897968
lu_ncb,2,c-bo-mcs_spin,0.0759878419452888,0.000424126340348978
streamcluster,1,ttas,1.38888888888889,0.012015956421106
streamcluster_ll,2,backoff,25249,165.441130700262
streamcluster,1,malth_spin,1.12359550561798,0.00882859936478228
dedup,2,hmcs,0.0426803243704652,0.000444454056504173
s_raytrace,1,clh-ls,0.0618811881188119,0.000489063900296929
matrix_multiply,1,partitioned,0.0338180588434224,0.000275973658171925
freqmine,2,ttas,0.0287852619458837,0.000204191669626922
linear_regression,2,mcs-ls,2,0.0123625982200702
volrend,1,c-bo-mcs_stp,0.112359550561798,0.00104452451511728
lu_ncb,2,mcs-timepub,0.0841750841750842,0.000444524799315534
histogram,1,clh_stp,0.970873786407767,0.00799329567121554
histogram,2,ttas,0.505050505050505,0.00464053650170604
histogram,2,ticket,0.3690036900369,0.00375930964368523
vips,2,hmcs,0.0928505106778087,0.000593605697589896
s_raytrace_ll,2,pthread,318663,1844.43297217087
kyotocabinet,2,c-bo-mcs_stp,122755,1318.67592626282
s_raytrace,2,clh-ls,0.115740740740741,0.000700099748601951
histogram,2,ticket-ls,0.4,0.00389367029654469
histogram,2,partitioned,0.377358490566038,0.00376112084921716
linear_regression,2,ahmcs,2,0.0125728875436682
streamcluster_ll,2,backoff,25780,170.687510688246
ferret,2,alock-ls,0.0109697235629662,7.09277336733813e-05
lu_cb,2,spinlock-ls,0.0778816199376947,0.000566919493334253
histogram,2,mcs-ls,0.386100386100386,0.0038290089431673
streamcluster,2,backoff,0.694444444444444,0.00466975399357712
x264,2,ahmcs,0.14792899408284,0.000903022150371198
histogram,2,hticket-ls,0.371747211895911,0.00375157858454733
water_nsquared,2,mcs-timepub,0.0345661942620118,0.000219141231546377
pca_ll,2,alock-ls,772055,3633.99354448209
dedup,2,alock-ls,0.00541623788116774,4.08290629818277e-05
s_raytrace_ll,2,partitioned,328542,1891.13770684883
lu_ncb,1,hmcs,0.0480076812289966,0.00033383643463286
pca,2,mcs_stp,0.00579307148650214,7.33895080557865e-05
barnes,2,spinlock-ls,0.0968992248062015,0.000648370116276667
radiosity_ll,2,backoff,376127,2302.38719600762
blackscholes,2,pthreadadapt,0.033288948069241,0.000321014801750143
dedup,1,spinlock,0.117647058823529,0.00106943654953706
histogram,2,hmcs,0.392156862745098,0.00371599471405698
water_nsquared,2,clh_spin,0.0258464719565779,0.0001857277286581
pca,2,pthread,0.117233294255569,0.000826458673090666
pca,1,c-bo-mcs_spin,0.113250283125708,0.000919303536486517
water_spatial,2,spinlock-ls,0.0884955752212389,0.000641356958630197
histogram,2,clh_stp,0.33003300330033,0.00338059665509366
p_raytrace,1,ttas,0.0169405387091309,0.000210280715837638
histogram,2,ttas-ls,0.628930817610063,0.00533919916262563
