bench,node,strategy,throughput
fmm,8,clh_stp,0.0520020800832033
word_count,8,hticket-ls,0.0739644970414201
radix,1,spinlock,0.0786163522012579
pca,6,clh-ls,0.0470145745181006
p_raytrace,2,ttas,0.00684041316095492
kyotocabinet,8,pthread,64284
histogram,8,ticket,0.29673590504451
pca,2,mcs_stp,0.0212720697723889
volrend,6,spinlock,0.0628535512256442
radiosity_ll,4,c-tkt-tkt,171136
streamcluster_ll,4,malth_spin,6109
matrix_multiply,4,hticket-ls,0.0531914893617021
canneal,2,c-tkt-tkt,0.00929454410261177
ferret,6,clh-ls,0.0338638672536404
lu_cb,1,backoff,0.0264550264550265
fmm,4,c-tkt-tkt,0.0618046971569839
radix,8,malth_spin,0.32051282051282
lu_ncb,2,pthread,0.0248262164846077
pca,2,mcs_spin,0.0530222693531283
ssl_proxy,6,ticket,9681
canneal,4,backoff,0.0113058224985868
water_nsquared,2,c-tkt-tkt,0.0116130530716525
canneal,6,malth_spin,0.0111370976723466
kmeans,2,malth_spin,0.0156838143036386
memcached-new,2,malth_spin,292504
matrix_multiply,6,clh-ls,0.07627765064836
fmm,2,alock-ls,0.0349895031490553
radiosity_ll,4,ttas-ls,46005
word_count,6,ttas-ls,0.0832639467110741
sqlite,8,pthreadadapt,4442
rocksdb,8,ticket-ls,10161542
s_raytrace_ll,1,ttas,105224
pca,2,clh-ls,0.0559910414333707
freqmine,2,mcs-timepub,0.0142979696883043
kmeans,6,mcs-ls,0.0280741156653565
streamcluster,2,spinlock-ls,0.45662100456621
upscaledb,6,c-ptl-tkt,168498
pca_ll,2,c-bo-mcs_stp,247978
pca,4,malth_stp,0.059206631142688
water_spatial,2,mcs-timepub,0.0377500943752359
fmm,2,ttas,0.0440140845070423
p_raytrace,1,ttas,0.00680920604657497
p_raytrace,4,mcs_spin,0.00684369011771147
water_spatial,2,ttas-ls,0.0350017500875044
streamcluster,1,c-tkt-tkt,0.595238095238095
fmm,6,clh_spin,0.0501504513540622
kyotocabinet,1,partitioned,351646
histogram,8,ticket,0.279329608938547
water_spatial,6,c-tkt-tkt,0.0698324022346369
s_raytrace_ll,4,clh-ls,280842
barnes,2,ticket-ls,0.032520325203252
bodytrack,2,partitioned,0.0303398058252427
pca,6,ticket,0.033955857385399
ferret,8,ttas-ls,0.0484496124031008
string_match,1,ahmcs,0.0151125887864591
pca,4,alock-ls,0.0505050505050505
bodytrack,4,mutexee,0.0381825124093165
kmeans,1,mcs-ls,0.0102280863250486
lu_ncb,2,mcs_stp,0.0242130750605327
facesim,8,c-bo-mcs_stp,0.0454132606721163
freqmine,4,partitioned,0.0195045835771406
ocean_cp,2,alock-ls,0.205761316872428
fft,2,c-bo-mcs_stp,0.0707213578500707
lu_cb,6,malth_spin,0.0612369871402327
lu_cb,2,partitioned,0.0419639110365086
kyotocabinet,8,alock-ls,228367
water_nsquared,1,malth_spin,0.00714745193338575
facesim,1,partitioned,0.0556792873051225
word_count,2,spinlock-ls,0.10752688172043
sqlite,4,mutexee,4064
fmm,4,c-ptl-tkt,0.0475737392959087
linear_regression,6,spinlock,0.8
radix,4,c-tkt-tkt,0.218818380743982
facesim,4,pthreadadapt,0.066711140760507
matrix_multiply,4,ticket-ls,0.013437248051599
histogram,6,ticket-ls,0.389105058365759
ocean_cp,4,c-bo-mcs_spin,0.173611111111111
fluidanimate,1,ticket,0.00659630606860158
radiosity,4,ticket,0.0197667523225934
water_nsquared,8,hticket-ls,0.0328083989501312
