bench,node,strategy,throughput,tpp
ssl_proxy,1,spinlock,20408,141.916068731298
lu_ncb,4,mcs-timepub,0.0841750841750842,0.00040600493791894
lu_ncb,2,hticket-ls,0.0538793103448276,0.000311331994339465
volrend,4,ttas,0.0718390804597701,0.000496936337783928
histogram,3,pthread,0.265957446808511,0.00227055434190137
dedup,3,partitioned,0.00881134901753458,4.26103976399167e-05
barnes,2,spinlock-ls,0.0881834215167548,0.000521646565385769
fmm,1,clh_spin,0.0409500409500409,0.000304095925648741
streamcluster,4,mcs-ls,0.0437828371278459,0.000279552856726434
streamcluster_ll,2,spinlock,11545,68.9190371089407
mysqld,2,c-bo-mcs_stp,2451,16.7693162973226
ferret,2,alock-ls,0.0524658971668416,0.000259710162570363
lu_ncb,4,alock-ls,0.0784929356357928,0.000401342301850419
s_raytrace_ll,3,c-bo-mcs_stp,108115,784.235476387309
rocksdb,2,partitioned,5039846,28497.5691452729
sqlite,2,pthread,10853,61.9335442513005
lu_cb,2,backoff,0.0644745325596389,0.000410164129469225
pca,4,c-bo-mcs_stp,0.04,0.000265263283976889
linear_regression,1,clh-ls,1.02040816326531,0.00704759102908191
pca_ll,3,pthreadadapt,330600,1584.38176457869
swaptions,1,mcs-timepub,0.0365230094959825,0.000239874324851824
s_raytrace,1,spinlock,0.0539374325782093,0.000343055593931565
rocksdb,3,mcs-ls,7567328,36553.4134143155
linear_regression,1,ticket,1.01010101010101,0.00692135657730667
s_raytrace_ll,2,spinlock,64963,380.758411229247
word_count,2,mcs-ls,0.0930232558139535,0.000724033794477191
pca_ll,2,ttas,663895,2802.39522130904
pca_ll,1,backoff,317338,2006.44797561028
swaptions,1,pthreadadapt,0.0365096750638919,0.000241393373689709
s_raytrace_ll,4,clh-ls,514267,2048.65126378563
s_raytrace,2,c-ptl-tkt,0.099502487562189,0.000511592979833955
barnes,3,mcs_spin,0.119189511323004,0.000626757399544239
upscaledb,3,clh_stp,17668,182.550778263728
s_raytrace_ll,1,pthread,155872,983.04766863559
pca,1,c-bo-mcs_spin,0.0806451612903226,0.00058858712172343
streamcluster,4,mcs-timepub,0.0236686390532544,0.000217377335821994
streamcluster,2,ticket-ls,0.230414746543779,0.00140212101650409
vips,2,ttas,0.165289256198347,0.000886155326562208
water_spatial,1,hticket-ls,0.0454959053685168,0.000329333034521128
linear_regression,3,partitioned,2.17391304347826,0.0116132278567333
s_raytrace_ll,4,partitioned,424726,1761.07745170336
upscaledb,4,mcs_stp,17347,179.40281521872
lu_ncb,3,mcs_stp,0.0605693519079346,0.000339054147743833
blackscholes,4,ttas-ls,0.0352236703064459,0.000266443866873601
radiosity_ll,1,c-ptl-tkt,242355,1599.96869183007
volrend,4,ticket,0.0696864111498258,0.000462270395448895
kyotocabinet,1,pthreadadapt,279285,2015.84475559348
lu_cb,4,mcs-timepub,0.0862068965517241,0.000497368129046494
lu_ncb,2,mcs-timepub,0.0455580865603645,0.000278245241918786
pca_ll,2,alock-ls,656470,2777.7575025359
s_raytrace,1,clh_stp,0.0527148128624143,0.000334488500071964
blackscholes,3,mcs-timepub,0.0338066260987153,0.000256766725523626
ssl_proxy,1,mcs_stp,6017,56.393009924748
dedup,4,mcs_stp,0.031328320802005,0.000247801023014309
ssl_proxy,2,malth_stp,26300,218.2961561699
pca,3,hmcs,0.0826446280991736,0.00054170537928046
swaptions,2,clh_stp,0.066711140760507,0.000364551172192221
volrend,1,ttas-ls,0.09000900090009,0.000660995995680309
dedup,3,ttas-ls,0.0139528394028185,0.00010479090202027
swaptions,2,ttas,0.066711140760507,0.000366052426655959
radiosity,2,malth_spin,0.06426735218509,0.000518727391710793
upscaledb,2,malth_stp,144584,1481.69585431781
dedup,4,mcs-ls,0.033955857385399,0.000244809270959994
radiosity_ll,2,ttas,113628,674.279198989922
histogram,3,ahmcs,0.277008310249307,0.00236172744718679
ferret,4,spinlock,0.0657462195923734,0.000272971131338561
ssl_proxy,1,pthreadadapt,42575,293.367250698905
lu_ncb,3,backoff,0.0623441396508728,0.000345902262670914
ssl_proxy,4,c-tkt-tkt,58492,272.271416190129
histogram,3,clh_spin,0.25062656641604,0.00217988291822688
kmeans,1,mcs-timepub,0.0227014755959137,0.000150566412860021
streamcluster,4,hmcs,0.0556792873051225,0.000426679322589793
s_raytrace_ll,2,clh-ls,324729,1633.29407674897
freqmine,2,mcs_stp,0.0249252243270189,0.000152723924982183
histogram,1,clh-ls,0.840336134453782,0.00603653236951643
swaptions,2,mcs_spin,0.066711140760507,0.000368285493913145
canneal,4,c-tkt-tkt,0.0135007425408397,0.000110302201375035
radiosity,1,clh_stp,0.0485436893203883,0.000415481040620828
lu_cb,2,c-ptl-tkt,0.0664451827242525,0.000419836710573864
memcached,1,mutexee,106934,716.197611280642
blackscholes,1,ttas,0.0256016385048643,0.000200868193429635
x264,2,partitioned,0.118063754427391,0.000742035572477443
pca,4,malth_stp,0.062266500622665,0.000467518079924639
bodytrack,2,c-ptl-tkt,0.0362187613183629,0.000300183200816854
lu_ncb,3,mcs-timepub,0.0638977635782748,0.000353664448561051
rocksdb,1,ticket-ls,2518758,16818.0926753655
lu_cb,3,mcs_spin,0.0778210116731518,0.000469783736062441
rocksdb,4,c-bo-mcs_stp,8845271,38741.950533279
radiosity,4,clh-ls,0.0574712643678161,0.000446409486625858
linear_regression,4,c-bo-mcs_stp,0.735294117647059,0.00512859521704748
freqmine,2,ticket-ls,0.0251256281407035,0.000152983992737769
s_raytrace_ll,4,c-bo-mcs_spin,523435,2072.99748763485
freqmine,2,alock-ls,0.025182573659028,0.000153295233276781
rocksdb,2,clh_spin,5147491,29310.8899499288
p_raytrace,4,ahmcs,0.0132978723404255,0.000114871634135393
vips,2,pthreadadapt,0.165562913907285,0.00089148649431169
radiosity_ll,4,spinlock,22179,105.503465878522
blackscholes,4,clh_spin,0.0353481795687522,0.000268251564509181
pca,2,malth_stp,0.066577896138482,0.000502901922623721
water_nsquared,4,clh-ls,0.032499187520312,0.000186474636334307
upscaledb,4,clh_stp,17617,182.553478936477
canneal,2,c-bo-mcs_stp,0.0127893592531014,0.000104250959496693
pca_ll,3,hmcs,826089,3062.55037510161
radiosity_ll,3,malth_stp,162569,1139.49230998122
swaptions,1,ttas-ls,0.036563071297989,0.000241539248940063
radiosity,1,ticket-ls,0.0599880023995201,0.000492784662737309
linear_regression,1,mcs-timepub,1.03092783505155,0.00699468483691801
ssl_proxy,1,pthread,42315,288.22391465101
kmeans,3,c-tkt-tkt,0.040453074433657,0.000192175618505169
mysqld,1,c-bo-mcs_stp,2707,17.931866261134
histogram,1,alock-ls,0.833333333333333,0.00605583013934217
blackscholes,4,c-ptl-tkt,0.0346740638002774,0.000264719260976314
streamcluster,1,ticket,0.5,0.00353092642413703
word_count,3,clh-ls,0.0512032770097286,0.000446174593512692
x264,4,clh-ls,0.127226463104326,0.000775800810262193
linear_regression,1,c-bo-mcs_stp,1.04166666666667,0.00720424092915285
rocksdb,1,mcs-timepub,2518655,17147.1711618357
streamcluster,1,malth_spin,0.578034682080925,0.00409257655355771
pca,4,c-tkt-tkt,0.0762195121951219,0.000468022700256042
lu_cb,2,spinlock,0.0625390869293308,0.000406071713884086
x264,4,ttas-ls,0.128040973111396,0.000777555488832309
lu_cb,4,ticket,0.0846023688663283,0.000495135424428043
streamcluster,4,mcs-ls,0.0340020401224073,0.000274562657900779
fmm,1,alock-ls,0.0416319733555371,0.00030909410356723
barnes,2,clh-ls,0.0809716599190283,0.000486306324398479
histogram,4,clh_spin,0.238663484486873,0.00207393612567499
swaptions,2,mcs_stp,0.0667556742323097,0.000367203566690839
barnes,4,ahmcs,0.116279069767442,0.000608221044440961
freqmine,3,alock-ls,0.0303766707168894,0.000174129231884815
x264,3,clh_spin,0.126422250316056,0.000774778134184845
fmm,1,ticket,0.0433463372345037,0.000318083114403379
ssl_proxy,4,spinlock,4205,20.1162516508542
histogram,2,mcs_stp,0.36231884057971,0.00313166546613749
water_nsquared,4,hticket-ls,0.0624219725343321,0.000273914340259013
mysqld,3,malth_stp,2940,14.5848701706202
ferret,4,backoff,0.0651041666666667,0.000272157302941072
ferret,1,spinlock-ls,0.0268384326355341,0.000170421713856617
fmm,2,c-tkt-tkt,0.0578703703703704,0.000400012139088383
vips,3,mcs-timepub,0.231481481481481,0.00106466522097196
volrend,3,c-bo-mcs_stp,0.0641848523748395,0.000534880569376601
radiosity,1,hmcs,0.0631711939355654,0.000527199643560743
pca_ll,4,ticket,483056,1749.59126426549
ssl_proxy,4,mcs_spin,45207,207.484857786564
vips,1,spinlock,0.0865051903114187,0.000569754995569212
kyotocabinet,2,partitioned,318946,1941.42731338285
water_spatial,2,malth_stp,0.0764525993883792,0.000499041650644456
blackscholes,1,pthreadadapt,0.0255427841634738,0.000200142604047123
pca,3,mutexee,0.0656598818122127,0.000403140162737726
fmm,1,spinlock-ls,0.0436681222707424,0.000322471073131443
histogram,2,ttas-ls,0.574712643678161,0.00449137826942919
volrend,4,malth_stp,0.0530785562632696,0.000396883226491337
radiosity,3,spinlock,0.0337837837837838,0.000218469412667191
blackscholes,1,mcs-timepub,0.0255362614913177,0.000199749883502972
lu_cb,3,ticket,0.0791139240506329,0.000472994739935232
water_nsquared,1,c-bo-mcs_spin,0.0190258751902588,0.000126855788537351
word_count,4,c-tkt-tkt,0.046882325363338,0.000399006011386662
water_nsquared,4,mcs_stp,0.0598444045481747,0.000265565335564692
water_nsquared,1,clh_spin,0.0152091254752852,0.00010645251829872
pca_ll,1,mcs_spin,323399,2036.62713301298
lu_ncb,3,partitioned,0.0687757909215956,0.000368460003643944
s_raytrace,4,ticket-ls,0.0727802037845706,0.00030870775959829
fmm,1,malth_spin,0.042863266180883,0.000317174065751483
water_nsquared,1,clh_spin,0.0150195253829979,0.000105677966048229
kyotocabinet,2,clh_stp,20742,211.281384929411
canneal,2,mcs-timepub,0.0129048909536714,0.000104887586769262
ssl_proxy,4,alock-ls,48220,218.559366074496
streamcluster_ll,1,mcs_spin,13828,95.8227271232681
lu_ncb,4,c-ptl-tkt,0.0788643533123028,0.000406812954975312
kyotocabinet,2,pthread,226566,1330.98538752332
lu_cb,2,mcs-ls,0.0632111251580278,0.000408141760566641
linear_regression,1,ahmcs,1.03092783505155,0.00716485375566229
lu_cb,4,alock-ls,0.0865051903114187,0.000500264880248794
pca,4,hticket-ls,0.0705716302046577,0.000418124534862065
lu_ncb,4,mcs_stp,0.0770416024653313,0.000397347627027336
bodytrack,3,ttas-ls,0.0424268137462877,0.000329978910282293
radiosity,3,spinlock,0.0315756236185665,0.000202800817436718
volrend,3,ttas-ls,0.0841750841750842,0.000611416083279527
barnes,2,c-bo-mcs_spin,0.0884173297966401,0.000520110125891985
radiosity_ll,1,mcs_spin,247889,1626.36839238265
upscaledb,1,hmcs,270845,1906.95282625589
vips,3,backoff,0.235849056603774,0.00108049873898504
vips,1,spinlock-ls,0.0864304235090752,0.000568858687943489
streamcluster,3,ticket,0.0535618639528656,0.000345314507406574
water_spatial,2,malth_spin,0.0757002271006813,0.000493937642026397
fmm,3,mutexee,0.0661375661375661,0.000439904870571739
freqmine,1,c-tkt-tkt,0.0165837479270315,0.000112308418658762
freqmine,1,mcs-timepub,0.0165125495376486,0.000112126592234065
upscaledb,1,ttas,201580,1425.31793276294
dedup,2,c-bo-mcs_stp,0.0373273609555804,0.000296245823732268
rocksdb,3,mutexee,7447680,36095.9251653957
radiosity_ll,3,clh_spin,247529,1230.51419485112
word_count,1,spinlock-ls,0.131578947368421,0.000972789502664275
rocksdb,1,c-bo-mcs_spin,2582290,17294.2704683152
s_raytrace,4,c-ptl-tkt,0.134952766531714,0.000549410769997683
ferret,4,spinlock,0.0655307994757536,0.000272494858938957
kmeans,2,spinlock,0.032,0.000177048185935862
matrix_multiply,2,ticket,0.0615006150061501,0.000356609356300341
histogram,2,backoff,0.598802395209581,0.00464545514682983
x264,3,c-ptl-tkt,0.125470514429109,0.000771639425076219
upscaledb,3,mcs-timepub,216291,1050.85576159167
kmeans,4,pthreadadapt,0.0446030330062444,0.000186817805429726
streamcluster,4,malth_spin,0.0270709258256632,0.000209847729771999
radiosity,3,hmcs,0.0674308833445718,0.000554982886905663
ferret,1,c-bo-mcs_stp,0.0268240343347639,0.000169025590169429
ferret,2,pthreadadapt,0.0525210084033613,0.000259281252858754
string_match,4,hticket-ls,0.119760479041916,0.000533902446860125
bodytrack,4,partitioned,0.0451467268623025,0.000328291824291253
volrend,3,spinlock,0.0801924619085806,0.000538524803485527
memcached,2,c-bo-mcs_stp,153248,867.403991756402
radiosity,2,ttas,0.0554016620498615,0.000435018754843947
string_match,4,mcs_spin,0.118906064209275,0.00053173924062988
pca,3,mcs-timepub,0.0795544948289578,0.000496931092712116
water_spatial,3,ttas-ls,0.0277238702522872,0.000215647023707061
pca,4,mcs_stp,0.00616788996484303,6.12079375269899e-05
rocksdb,3,alock-ls,7263644,35097.4742172282
radiosity_ll,1,ttas,188335,1264.30865298924
s_raytrace_ll,2,hmcs,346348,1732.52739038575
bodytrack,1,alock-ls,0.0261917234154007,0.000229029990219157
pca_ll,3,mcs-timepub,794990,2933.51901057144
freqmine,2,malth_spin,0.0250815149235014,0.000152786216674056
volrend,2,partitioned,0.110619469026549,0.000771234460683173
swaptions,4,malth_stp,0.132802124833997,0.000534158845203488
histogram,4,spinlock,0.224719101123595,0.00187933982084697
radiosity_ll,2,mcs-ls,293879,1639.15603011345
word_count,2,malth_spin,0.0989119683481701,0.00077502427480657
streamcluster_ll,4,ticket,2314,15.5791712781698
blackscholes,3,pthread,0.0337609723160027,0.000257857642698343
lu_ncb,4,spinlock,0.0762195121951219,0.000392465467884794
radiosity_ll,2,pthreadadapt,166273,960.067601582148
dedup,4,pthreadadapt,0.055005500550055,0.000401859118428431
histogram,3,c-tkt-tkt,0.273224043715847,0.00233932490194632
kmeans,3,ticket,0.0399520575309628,0.000189786321967609
bodytrack,2,ttas-ls,0.0363240101707228,0.000300058273657199
freqmine,3,hticket-ls,0.0304228780042592,0.000173655430388827
word_count,4,hmcs,0.0453103760761214,0.000393798765464656
kyotocabinet,4,c-tkt-tkt,395250,1839.28529389427
s_raytrace_ll,4,c-bo-mcs_stp,198583,1246.71205693916
bodytrack,3,pthreadadapt,0.0389559797428905,0.000317438660585602
radiosity,3,backoff,0.0635727908455181,0.000504831798657118
ferret,4,clh-ls,0.0114298777003086,5.20406179577314e-05
water_nsquared,3,c-bo-mcs_stp,0.053850296176629,0.000252864117517065
kmeans,3,hticket-ls,0.0401929260450161,0.000191873193542184
water_nsquared,4,c-bo-mcs_stp,0.0589275191514437,0.000264808237793209
ssl_proxy,1,c-tkt-tkt,76903,510.408499163331
fmm,2,clh_stp,0.0556173526140156,0.000389348162358923
radiosity,2,backoff,0.0632111251580278,0.000515523214653471
fmm,4,ticket,0.0600240096038415,0.000381260914422918
streamcluster,4,ticket,0.0304971027752364,0.000170566616899495
radiosity_ll,2,alock-ls,293750,1632.83177058502
bodytrack,1,clh_stp,0.0261437908496732,0.000226359947452947
ssl_proxy,2,clh_stp,1284,13.0553925665035
kmeans,4,ticket,0.0445632798573975,0.000186954089420095
bodytrack,2,c-tkt-tkt,0.0364166059723234,0.000306642600439545
matrix_multiply,1,c-tkt-tkt,0.0306091215182124,0.000211173822521294
water_spatial,3,c-tkt-tkt,0.0988142292490119,0.000600245197762305
blackscholes,3,c-ptl-tkt,0.0337495781302734,0.000257306554433287
linear_regression,2,spinlock-ls,1.47058823529412,0.00856728115062355
memcached,1,spinlock-ls,137482,903.577860611262
pca_ll,2,clh_stp,23909,239.821205261996
matrix_multiply,2,mcs-timepub,0.0618811881188119,0.000357882701789319
streamcluster,4,c-ptl-tkt,0.0363768643142961,0.000312620883266201
swaptions,1,mcs-ls,0.0365363536719035,0.000241269000710089
pca,1,c-bo-mcs_spin,0.0794912559618442,0.000576504554018455
linear_regression,1,clh-ls,1.04166666666667,0.00715335126244525
water_nsquared,3,c-ptl-tkt,0.053475935828877,0.00025228821748775
rocksdb,3,pthread,6774774,32758.5632737622
matrix_multiply,1,pthread,0.0309693403530505,0.000212641633348868
word_count,2,ticket,0.0973709834469328,0.000761384284248868
water_spatial,1,hticket-ls,0.0440917107583774,0.000320294890226972
upscaledb,2,pthreadadapt,60316,602.588667606582
word_count,1,c-bo-mcs_stp,0.13262599469496,0.000989478277847808
water_nsquared,4,c-tkt-tkt,0.0603500301750151,0.000268665081870634
pca,2,partitioned,0.078064012490242,0.000530634180925145
word_count,2,partitioned,0.098135426889107,0.000763832600897562
radiosity,1,ticket,0.0587544065804935,0.000480958982499183
water_spatial,1,c-ptl-tkt,0.0466853408029879,0.000337852669570032
water_nsquared,4,backoff,0.0627352572145546,0.000273916762743884
bodytrack,2,mcs_spin,0.0363901018922853,0.000304870327660595
streamcluster,3,alock-ls,0.36231884057971,0.00189222931678073
barnes,4,c-bo-mcs_spin,0.136986301369863,0.000667676413291662
barnes,1,clh-ls,0.0480538202787122,0.000330583288205051
pca,3,mcs-ls,0.0701262272089762,0.000457745103639323
matrix_multiply,1,c-bo-mcs_stp,0.0312597686777118,0.000214493727652262
bodytrack,2,c-bo-mcs_stp,0.0358937544867193,0.000301188684272702
histogram,2,alock-ls,0.628930817610063,0.00484808743459754
word_count,4,c-bo-mcs_stp,0.0458085203847916,0.000403910516536448
memcached,3,mutexee,49193,259.279619041272
barnes,2,c-tkt-tkt,0.09000900090009,0.000527154471984782
bodytrack,1,mutexee,0.025953802232027,0.000225943922666483
ferret,3,hticket-ls,0.0128932439401753,5.75928272197448e-05
streamcluster_ll,1,c-tkt-tkt,15332,105.955555707899
pca,2,c-bo-mcs_stp,0.0638569604086845,0.000467785151973579
dedup,4,mcs_spin,0.0343170899107756,0.000243320189537619
bodytrack,4,ticket,0.0419639110365086,0.000318798360531739
string_match,2,hticket-ls,0.0664893617021277,0.000380877397437777
kyotocabinet,1,mcs-timepub,357220,2453.34782806192
vips,4,spinlock,0.269541778975741,0.00112469190963053
dedup,1,ttas-ls,0.0222469410456062,0.000182456451374467
water_spatial,1,malth_stp,0.0467945718296678,0.000337740896045626
ssl_proxy,1,clh_spin,60233,405.25373763195
kyotocabinet,3,hmcs,405774,2142.56066439646
barnes,4,c-bo-mcs_stp,0.130208333333333,0.000656713802542828
pca,4,malth_stp,0.0628140703517588,0.000472850873452379
string_match,4,spinlock-ls,0.118203309692671,0.000527908421386452
radiosity_ll,1,hmcs,247448,1617.48449967339
blackscholes,3,mcs_spin,0.0336473755047106,0.000254540812998358
string_match,3,mcs-ls,0.094876660341556,0.000473429068139528
radiosity,2,clh_stp,0.00992752903802244,9.73970391654424e-05
dedup,2,partitioned,0.0810372771474878,0.000604715756699618
barnes,2,clh_stp,0.0816326530612245,0.00048730557667278
pca,3,c-bo-mcs_stp,0.0487804878048781,0.000342767027799426
dedup,4,malth_stp,0.0310848616723656,0.000246907213637722
radiosity_ll,3,c-bo-mcs_stp,290609,1753.76584204688
freqmine,2,c-bo-mcs_spin,0.0251509054325956,0.000153114981495845
memcached,2,pthread,61362,363.463221294531
bodytrack,1,malth_spin,0.0262743037309511,0.000227914746018656
water_spatial,2,mcs_spin,0.0771604938271605,0.000501617919943841
kmeans,2,ticket-ls,0.0321130378933847,0.000176451350315441
s_raytrace_ll,1,mutexee,155018,971.840206243929
water_nsquared,4,pthread,0.0647668393782384,0.000275610756053717
streamcluster,3,c-ptl-tkt,0.355871886120996,0.00182984292472797
streamcluster,4,malth_spin,0.0256476019492177,0.000187962592857656
string_match,3,ttas,0.0946969696969697,0.000471729417794751
s_raytrace,4,mutexee,0.0932835820895522,0.000390088104979518
histogram,2,ahmcs,0.662251655629139,0.00506190202517538
memcached,2,spinlock,79635,467.000028119108
streamcluster,3,mcs_stp,0.0440917107583774,0.000278141894026603
s_raytrace_ll,2,ticket-ls,246496,1301.53635633372
string_match,1,pthread,0.0352360817477097,0.000239319788449157
memcached,3,mutexee,53446,280.74317992525
rocksdb,1,clh_stp,2494981,16743.5825956146
matrix_multiply,1,partitioned,0.03125,0.000214832261076981
linear_regression,1,clh_stp,0.854700854700855,0.00610508616437778
lu_cb,3,ticket,0.0774593338497289,0.000467512250214142
p_raytrace,2,clh_stp,0.0136444262518761,0.000118688797098085
pca_ll,1,mutexee,334291,2075.94428432844
bodytrack,3,c-bo-mcs_stp,0.0358037952022914,0.000298582659971883
s_raytrace_ll,2,mcs-timepub,321840,1624.66742690777
lu_ncb,4,backoff,0.0862068965517241,0.000403444396692721
barnes,1,c-bo-mcs_stp,0.0506842372022301,0.000346172039504983
s_raytrace,4,c-bo-mcs_stp,0.0167000668002672,0.000130130582275937
linear_regression,2,pthread,1.75438596491228,0.0102427911261661
ferret,2,clh_stp,0.0526870389884089,0.000262328423170118
streamcluster,4,mcs_spin,0.0325097529258778,0.00026371178553307
ferret,2,spinlock-ls,0.0525486074619023,0.000261993259547456
s_raytrace,4,mcs_spin,0.129533678756477,0.000527378522424766
mysqld,3,malth_stp,2693,14.1084369962049
freqmine,4,alock-ls,0.0318369945877109,0.000177329176920194
kyotocabinet,4,c-bo-mcs_spin,463130,2165.10486745475
streamcluster_ll,3,spinlock,2777,20.8784379079053
swaptions,3,alock-ls,0.0997008973080758,0.000464412743660491
rocksdb,4,clh_stp,8999562,38513.1645794048
ssl_proxy,1,mcs_stp,6833,62.9732735731436
word_count,2,mcs_spin,0.0967117988394584,0.000762149313408226
word_count,3,mutexee,0.0512557662737058,0.000446109428328353
linear_regression,1,pthreadadapt,1.02040816326531,0.00696862037908779
pca,1,pthread,0.0731528895391368,0.000522806241528797
lu_ncb,4,hmcs,0.0818330605564648,0.000405409113693525
mysqld,4,mcs_stp,1743,11.7481605265419
pca_ll,2,ticket-ls,664652,2816.32693860327
lu_ncb,3,pthreadadapt,0.062111801242236,0.00034555366666937
linear_regression,3,mcs_stp,0.609756097560976,0.00436743150597568
mysqld,4,pthread,2934,14.0091575007273
blackscholes,4,pthreadadapt,0.0352485019386676,0.000266675998619892
volrend,4,mcs-ls,0.0693000693000693,0.000484991146081661
water_spatial,3,malth_spin,0.0960614793467819,0.00058963509755087
ferret,4,hmcs,0.010371292263016,4.74811210242287e-05
upscaledb,4,hticket-ls,292090,1344.39844735212
bodytrack,3,c-bo-mcs_stp,0.0305623471882641,0.000258726488046056
radiosity_ll,4,ticket-ls,132056,588.101947991063
ferret,4,hmcs,0.0139372822299652,6.36847072122967e-05
string_match,2,c-bo-mcs_stp,0.0664451827242525,0.000380802434735004
water_nsquared,1,pthread,0.0192159877017679,0.000128077538937178
x264,1,mcs_spin,0.0798084596967279,0.000549359428228465
volrend,4,mcs_spin,0.0736919675755343,0.000551598664983844
canneal,1,ttas-ls,0.0111086425238836,9.13882285243529e-05
upscaledb,4,clh_spin,234747,1085.32081577888
ssl_proxy,2,pthread,38008,222.110677304035
canneal,2,mcs_spin,0.0128965695125097,0.000104684218145999
lu_cb,3,pthreadadapt,0.0771010023130301,0.000468680009158214
linear_regression,3,backoff,2.32558139534884,0.0125780852247535
kyotocabinet,3,mcs_stp,19685,200.626034763044
swaptions,4,ttas,0.130548302872063,0.000524186265939168
volrend,1,partitioned,0.0945179584120983,0.000685741244671282
barnes,3,hmcs,0.118483412322275,0.000623387620776232
memcached,2,mcs_spin,81444,480.520655848037
matrix_multiply,3,spinlock-ls,0.0899280575539568,0.000450655195285539
histogram,3,mutexee,0.268817204301075,0.00230076103146927
lu_cb,3,hticket-ls,0.0768049155145929,0.000467384964819448
radiosity_ll,4,ttas-ls,87016,409.808589821826
histogram,3,malth_spin,0.27027027027027,0.00234216677942872
bodytrack,1,c-bo-mcs_stp,0.0262743037309511,0.00022972876412075
streamcluster_ll,3,ttas,2557,22.5856832101158
memcached,3,c-tkt-tkt,103936,530.054788885597
pca_ll,1,ticket-ls,328639,2059.29722546263
water_nsquared,1,ahmcs,0.0139236981342245,9.96682714608545e-05
vips,2,ahmcs,0.16366612111293,0.000883032617355505
x264,2,mcs_stp,0.116822429906542,0.000735672647188954
dedup,4,pthreadadapt,0.0555555555555556,0.00040678314870672
word_count,4,backoff,0.0457875457875458,0.000402747740498887
streamcluster_ll,4,spinlock-ls,2082,17.5055134379703
water_spatial,1,c-bo-mcs_stp,0.0456829602558246,0.000332267026091162
p_raytrace,2,mcs-ls,0.013588802826471,0.000118079700052283
rocksdb,2,spinlock-ls,4945440,27827.9250141678
vips,4,ttas,0.277777777777778,0.0011479969442801
histogram,4,c-ptl-tkt,0.241545893719807,0.00210322166025542
volrend,3,pthreadadapt,0.0837520938023451,0.000557673968422989
freqmine,4,mcs_stp,0.032020493115594,0.000178860034312137
radiosity_ll,2,malth_spin,204994,1176.02655350627
linear_regression,4,clh-ls,2.32558139534884,0.0117007760083357
x264,3,c-bo-mcs_stp,0.12531328320802,0.000768571000097488
fmm,2,ttas,0.0596302921884317,0.000411673134496903
ferret,1,c-bo-mcs_stp,0.0266808964781217,0.000168220450445636
water_nsquared,1,hmcs,0.0189969604863222,0.000127056822460393
vips,2,mcs-ls,0.165562913907285,0.000891774042674746
lu_cb,2,clh_stp,0.0652315720808871,0.000413322141567224
canneal,3,malth_stp,0.0134607618791224,0.000109145236314855
blackscholes,3,c-bo-mcs_spin,0.0338409475465313,0.000256391975267971
vips,3,alock-ls,0.232018561484919,0.00107686802875482
upscaledb,3,spinlock-ls,110354,593.729131628076
kyotocabinet,1,hticket-ls,438183,3084.98081830665
pca_ll,4,pthread,459880,1707.63364745282
radiosity,3,mcs_stp,0.00910912734560029,8.99030012802775e-05
canneal,1,clh_spin,0.0111669458403127,9.19170299127346e-05
streamcluster_ll,3,c-tkt-tkt,24866,125.943392157785
kmeans,3,c-bo-mcs_spin,0.0386548125241593,0.000185277187592016
matrix_multiply,3,pthread,0.0877963125548727,0.000441825539855405
vips,1,ttas,0.0859106529209622,0.000558866968086536
lu_ncb,1,malth_stp,0.0362450163102573,0.000237289424846993
ferret,3,mutexee,0.074794315632012,0.000308594986292993
ssl_proxy,3,clh_stp,1385,13.8897283733745
streamcluster_ll,1,mcs-ls,11276,78.6238489199373
lu_cb,3,ticket-ls,0.0779423226812159,0.000471916598572169
p_raytrace,2,mutexee,0.0135153399107988,0.000118334898267396
streamcluster_ll,4,mcs_spin,2848,22.9350855180324
matrix_multiply,3,mcs-ls,0.0915750915750916,0.00045881876172885
histogram,1,malth_spin,0.840336134453782,0.00610219388027086
mysqld,2,mutexee,2838,13.5364224705433
s_raytrace,1,mcs_stp,0.0541125541125541,0.000342287845800147
bodytrack,3,partitioned,0.0419463087248322,0.000336432292823433
dedup,3,malth_spin,0.0343406593406593,0.00027490038974756
s_raytrace_ll,3,ticket-ls,239494,1108.19524809057
s_raytrace,4,backoff,0.132978723404255,0.000538304236481202
dedup,3,ticket-ls,0.00892060660124889,4.24923142822211e-05
kyotocabinet,3,partitioned,309922,1641.8390701788
pca,3,pthreadadapt,0.0640204865556978,0.000383844063404515
volrend,3,ticket-ls,0.0851788756388416,0.000611916430086058
fmm,1,malth_spin,0.0427350427350427,0.000313458734600284
pca_ll,3,c-bo-mcs_stp,130092,970.978946090621
vips,4,c-bo-mcs_stp,0.160513643659711,0.000855574537436813
barnes,3,clh-ls,0.108108108108108,0.000587954581773836
streamcluster_ll,4,c-bo-mcs_spin,2759,23.7264678630024
memcached,1,pthreadadapt,107864,722.352428573523
fmm,1,malth_stp,0.0427899015832264,0.000314332866990873
memcached,2,ticket-ls,62701,372.364637249997
streamcluster,4,ttas-ls,0.0313873195229127,0.000272936780588048
kyotocabinet,2,ttas,329848,2018.16558276211
s_raytrace_ll,1,mcs_spin,152643,953.468872582821
ssl_proxy,1,mcs-timepub,65631,438.577841833358
pca,4,c-bo-mcs_stp,0.0382116927779901,0.000261998886127456
