bench,node,strategy,throughput,tpp
s_raytrace,2,clh-ls,0.0991080277502478,0.000506369847852951
linear_regression,4,mcs_stp,0.578034682080925,0.00471301088725781
radiosity_ll,3,hticket-ls,376995,1796.86604198863
streamcluster,1,c-ptl-tkt,0.740740740740741,0.00516220587809336
matrix_multiply,4,c-bo-mcs_spin,0.116959064327485,0.000514130250405442
water_spatial,2,hticket-ls,0.0766871165644172,0.000497391653795306
x264,4,backoff,0.128865979381443,0.000789324121621943
kmeans,1,mcs_stp,0.02255299954894,0.00014884374961022
lu_cb,1,clh_stp,0.0418585182084554,0.000294870555311588
histogram,2,malth_stp,0.617283950617284,0.00478360773964962
lu_ncb,1,partitioned,0.0351246926589392,0.000232002331333891
pca_ll,1,malth_spin,352982,2192.88905115301
lu_cb,3,partitioned,0.075642965204236,0.000462702033504505
matrix_multiply,2,clh-ls,0.0602772754671489,0.000349230437536535
x264,3,pthread,0.125628140703518,0.000771250289894667
linear_regression,1,clh_stp,1.01010101010101,0.00695382017394606
string_match,4,clh_stp,0.102564102564103,0.000498694867656635
water_nsquared,1,mcs-timepub,0.0192529842125529,0.000128805323079161
linear_regression,4,ahmcs,2.63157894736842,0.0128696975044524
x264,3,ttas-ls,0.124688279301746,0.000769557030037257
matrix_multiply,2,clh_spin,0.061652281134402,0.000357049989588226
linear_regression,3,ticket-ls,2.17391304347826,0.0117404013179117
word_count,4,mutexee,0.0457875457875458,0.000404095840928377
pca,4,spinlock-ls,0.0279251605696733,0.000150432055575869
bodytrack,3,hticket-ls,0.0424448217317487,0.000335249429207758
water_spatial,2,mcs-ls,0.0762195121951219,0.000496811494629779
memcached,1,alock-ls,148198,954.607664160111
string_match,2,c-bo-mcs_spin,0.066577896138482,0.00038098956045362
pca_ll,2,mcs_spin,663035,2807.65591514158
ssl_proxy,3,mutexee,36653,189.929444732332
swaptions,3,pthreadadapt,0.099304865938431,0.000465098203622977
kyotocabinet,2,mcs_spin,367190,2218.8626164251
lu_ncb,3,mutexee,0.0694444444444444,0.000374308141651026
kyotocabinet,2,pthreadadapt,269698,1582.07724199503
x264,3,mcs-timepub,0.124843945068664,0.000765460787120618
word_count,4,mutexee,0.0457875457875458,0.000400791377002381
streamcluster_ll,1,c-bo-mcs_spin,14497,99.9761462721707
streamcluster,3,mcs-timepub,0.0360620266858997,0.00032696959965423
radiosity_ll,4,pthreadadapt,175080,794.499911451469
water_nsquared,1,ttas-ls,0.0168123739071957,0.000115929713419221
lu_cb,4,c-ptl-tkt,0.0868055555555556,0.000501695472826681
linear_regression,2,c-ptl-tkt,1.85185185185185,0.0109906843508976
kmeans,4,pthread,0.0428082191780822,0.000179647789230925
lu_ncb,4,mutexee,0.0852514919011083,0.00040151472796274
volrend,3,clh_spin,0.0788643533123028,0.000619579904923555
kyotocabinet,1,ttas-ls,381154,2674.66248678463
dedup,4,malth_spin,0.0319386777387416,0.000231203396030898
canneal,4,ticket,0.0135372952484094,0.000109592367635595
ssl_proxy,4,hticket-ls,58487,262.602130877082
ssl_proxy,2,mcs-ls,69464,397.767112348996
pca,1,mcs-timepub,0.0833333333333333,0.000597911513856521
s_raytrace_ll,2,ttas,165631,911.880593307344
fmm,4,pthreadadapt,0.0710732054015636,0.000463719956164849
blackscholes,4,malth_spin,0.0348310693138279,0.000264148208684774
radiosity_ll,3,c-tkt-tkt,382513,1834.67684910807
s_raytrace_ll,2,clh-ls,331555,1667.17211566025
pca,2,pthread,0.0636132315521628,0.000413054279980489
water_spatial,1,c-bo-mcs_stp,0.0456204379562044,0.000329577211178604
pca_ll,4,clh_stp,29029,283.508189264282
radiosity,2,alock-ls,0.0632911392405063,0.000519579347521088
matrix_multiply,4,hmcs,0.117233294255569,0.000516753518817196
freqmine,4,clh_spin,0.0318775900541919,0.00017850017082511
lu_ncb,1,c-bo-mcs_stp,0.0357142857142857,0.000235545961560214
memcached,2,mcs-timepub,65492,387.762079106709
p_raytrace,1,ahmcs,0.01354096140826,0.000117978348535847
water_spatial,2,ticket,0.0798084596967279,0.000516678458931082
histogram,1,mcs-ls,0.847457627118644,0.0060626535840665
ferret,3,clh_stp,0.0745712155108128,0.000306823087044201
radiosity_ll,1,spinlock,134108,911.815251277485
x264,4,c-bo-mcs_stp,0.129533678756477,0.000785289397369498
barnes,4,mutexee,0.143884892086331,0.000694336996276449
pca_ll,2,spinlock,336675,1791.45384012358
linear_regression,3,mcs-timepub,2.12765957446809,0.0110308647567004
water_nsquared,4,clh_stp,0.0338753387533875,0.000191512521343932
upscaledb,1,partitioned,220515,1557.71219305038
volrend,1,alock-ls,0.0924214417744917,0.000671583991669715
memcached,2,c-bo-mcs_stp,73099,423.122386090972
streamcluster_ll,2,pthreadadapt,9903,59.9255271472169
bodytrack,4,clh-ls,0.0449438202247191,0.000329283697273009
memcached,1,alock-ls,152192,977.071566569636
water_nsquared,3,hticket-ls,0.0518134715025907,0.000247919389024542
word_count,4,clh_stp,0.0434216239687364,0.000384447674344844
blackscholes,4,clh_spin,0.0351617440225035,0.000267372531861966
lu_cb,4,ahmcs,0.0861326442721792,0.000499301590416468
pca_ll,4,ahmcs,880555,2947.58499260594
histogram,4,pthreadadapt,0.236406619385343,0.00204915264751178
s_raytrace,2,alock-ls,0.101214574898785,0.000520691661810349
s_raytrace_ll,2,mcs_stp,6476,64.661900783702
streamcluster,4,c-tkt-tkt,0.221729490022173,0.00107258789644366
freqmine,2,malth_spin,0.0251319426991706,0.000153166015113347
blackscholes,4,c-bo-mcs_stp,0.0352485019386676,0.000263049546982041
vips,2,malth_stp,0.163398692810458,0.000880958352234919
bodytrack,1,malth_stp,0.0263991552270327,0.000228186014517232
word_count,3,c-ptl-tkt,0.0512295081967213,0.00044527554333006
memcached,1,malth_spin,100862,669.243088667729
x264,2,spinlock-ls,0.117785630153121,0.000739939561041111
pca_ll,4,backoff,602589,2136.38581475187
barnes,4,ttas-ls,0.131406044678055,0.000659939132757883
ferret,3,c-ptl-tkt,0.0139762403913347,6.35610516001372e-05
blackscholes,2,ticket-ls,0.0313381385145722,0.00024120849576218
p_raytrace,3,ahmcs,0.0135722041259501,0.000117812862589371
pca,2,hticket-ls,0.0863557858376511,0.000597157560467212
vips,2,c-tkt-tkt,0.165562913907285,0.000893821101781559
lu_ncb,3,clh-ls,0.0645994832041344,0.000354116212970649
fmm,1,c-bo-mcs_stp,0.0430848772081,0.000316305276327505
swaptions,1,malth_spin,0.0362976406533575,0.000239544361596648
blackscholes,1,ttas,0.0255427841634738,0.000201430637008247
swaptions,1,malth_stp,0.0365230094959825,0.000240626702158701
lu_cb,4,mcs_spin,0.0869565217391304,0.000502338430857269
linear_regression,1,mcs_stp,1.04166666666667,0.00703639824674346
x264,3,mutexee,0.125786163522013,0.00076960919258284
kmeans,4,spinlock,0.0402414486921529,0.000170062621938195
barnes,1,malth_spin,0.0504286434694907,0.00034217098928848
linear_regression,2,clh_spin,1.72413793103448,0.0103226391445563
rocksdb,1,spinlock-ls,2560482,17194.9387898183
kmeans,2,partitioned,0.0317662007623888,0.000175776694760688
s_raytrace,1,mcs-timepub,0.0535331905781585,0.000338471003881271
matrix_multiply,1,mcs-ls,0.0312989045383412,0.000215248956564324
water_nsquared,3,mcs-timepub,0.0524658971668416,0.000247656270644278
matrix_multiply,4,mcs_stp,0.103199174406605,0.000490671271188681
freqmine,3,ttas,0.0304043782304652,0.000173022022670064
string_match,1,clh_stp,0.0351493848857645,0.000237469714991529
volrend,2,hticket-ls,0.112866817155756,0.000786384225815012
dedup,2,spinlock,0.0861326442721792,0.000650885604130467
lu_cb,1,pthreadadapt,0.0457456541628545,0.0003154362109605
radiosity_ll,3,c-tkt-tkt,393991,1881.62738391636
ferret,4,mcs_spin,0.0116306117701791,5.29506038861201e-05
radiosity_ll,2,mcs-ls,293320,1636.68842556845
blackscholes,4,malth_stp,0.0353606789250354,0.000266077403064409
ssl_proxy,2,mutexee,39662,234.103456303618
barnes,1,alock-ls,0.0488042947779405,0.000333195593273834
matrix_multiply,3,mutexee,0.0892857142857143,0.000446634996154263
freqmine,4,ttas-ls,0.0314465408805031,0.00017693842611105
streamcluster_ll,3,mcs-ls,3237,26.525247627158
dedup,4,spinlock,0.0633312222925903,0.000428790070772466
streamcluster_ll,2,mcs_stp,14980,90.9468776312858
dedup,2,mcs_spin,0.0398724082934609,0.000323192243006611
pca_ll,3,spinlock-ls,204398,1039.48901271485
swaptions,4,hticket-ls,0.13262599469496,0.000532804240819977
streamcluster,4,c-bo-mcs_stp,0.0255297421496043,0.000227463006539715
water_nsquared,1,mcs_spin,0.0191975427145325,0.00012823061574975
x264,3,mcs_stp,0.126903553299492,0.000777174410566038
word_count,4,malth_stp,0.0457247370827618,0.000403602765575911
histogram,1,clh_stp,0.699300699300699,0.00531758138106309
swaptions,4,clh-ls,0.132802124833997,0.00053563723592394
upscaledb,4,mcs_stp,17935,185.542178920242
histogram,3,mutexee,0.25974025974026,0.00222593331803613
swaptions,4,mcs_spin,0.132100396301189,0.00053286657205674
water_nsquared,1,malth_spin,0.0191570881226054,0.000128520902249481
pca_ll,1,malth_stp,342690,2137.5806514251
upscaledb,4,malth_spin,253720,1177.45416774038
string_match,3,pthreadadapt,0.0941619585687382,0.000469679270417205
lu_ncb,3,spinlock-ls,0.0616142945163278,0.000344532714319215
dedup,3,c-ptl-tkt,0.0588581518540318,0.000445057666457862
swaptions,1,ticket-ls,0.0365497076023392,0.000240503802594079
pca,2,c-bo-mcs_stp,0.0577700751010976,0.000424422015743241
fmm,4,partitioned,0.0693000693000693,0.000442785524076091
radiosity_ll,4,spinlock,21540,102.536325016425
volrend,4,mcs-timepub,0.0734753857457752,0.000552204360129755
streamcluster,3,c-bo-mcs_stp,0.0457875457875458,0.000408541020843404
word_count,3,hmcs,0.0515463917525773,0.00044553361115743
histogram,2,ahmcs,0.595238095238095,0.00468038863944056
memcached,1,backoff,129320,853.222206661041
upscaledb,1,hmcs,269093,1897.28810546173
memcached,3,c-tkt-tkt,85689,440.025570975659
lu_ncb,2,ticket,0.0498504486540379,0.000295610681144423
radiosity_ll,1,spinlock,124318,851.226367013001
rocksdb,4,c-tkt-tkt,9329226,39915.8657769388
kmeans,3,clh-ls,0.0388651379712398,0.00018542251718244
vips,2,spinlock-ls,0.16750418760469,0.000889900600665819
kmeans,1,c-bo-mcs_spin,0.0228154232261008,0.000150792588365321
fmm,1,hticket-ls,0.0435161009573542,0.000320109074631917
lu_cb,3,mcs-ls,0.0791765637371338,0.00047675814234838
kyotocabinet,4,hmcs,392006,1816.47064645741
word_count,2,spinlock,0.0991080277502478,0.00076820980539892
ferret,2,clh-ls,0.0526592943654555,0.000262032022160958
rocksdb,1,mcs-ls,2498914,16659.5831556844
x264,4,spinlock,0.130208333333333,0.000787444300786868
fmm,1,c-bo-mcs_stp,0.0426621160409556,0.000314118059622961
s_raytrace_ll,3,alock-ls,532011,2283.1052775754
linear_regression,2,alock-ls,1.75438596491228,0.0107107158709385
rocksdb,2,c-tkt-tkt,4963475,27763.5941682119
pca,3,spinlock,0.0285225328009127,0.000164036890205715
volrend,4,ahmcs,0.0684931506849315,0.000511040234452667
radiosity_ll,2,spinlock-ls,58826,355.138065582771
histogram,4,c-ptl-tkt,0.244498777506112,0.00212130542072426
water_spatial,2,hmcs,0.0729394602479942,0.000481285799213888
water_spatial,3,c-tkt-tkt,0.101419878296146,0.000609880889231634
lu_ncb,3,ttas,0.0629722921914358,0.000348430699783106
streamcluster,4,partitioned,0.242130750605327,0.00109032987794166
kmeans,3,c-bo-mcs_stp,0.0392003136025088,0.000186371733110764
streamcluster_ll,1,mcs_spin,11903,82.4094983707595
matrix_multiply,4,ahmcs,0.120048019207683,0.00052701520661008
x264,1,clh-ls,0.079428117553614,0.000548045023847557
word_count,3,malth_spin,0.0520020800832033,0.000450672128356181
streamcluster,1,mutexee,0.54054054054054,0.00403814150642837
matrix_multiply,3,pthreadadapt,0.0901713255184851,0.000448725313652275
streamcluster,3,ticket-ls,0.0386249517188103,0.000312297415984411
streamcluster,4,c-bo-mcs_stp,0.0256673511293634,0.000225775373195798
barnes,2,pthreadadapt,0.0892857142857143,0.000520371938778139
streamcluster_ll,2,ttas-ls,16078,95.8541157353492
linear_regression,3,ahmcs,2.38095238095238,0.0126651263340019
streamcluster,1,ttas,0.571428571428571,0.00397668744925946
s_raytrace_ll,4,mcs-timepub,527928,2001.53397556608
s_raytrace_ll,3,c-bo-mcs_stp,102630,750.953437572227
dedup,4,malth_stp,0.029120559114735,0.000229809575750077
blackscholes,3,clh_spin,0.0338638672536404,0.000258224991599412
linear_regression,3,spinlock,1.61290322580645,0.00859474545281885
linear_regression,1,mcs-timepub,1.01010101010101,0.00683278202917651
fmm,2,pthreadadapt,0.0600961538461538,0.000413991424412726
ferret,2,malth_spin,0.0526038926880589,0.000260922074763938
rocksdb,1,ticket,2557785,17429.1959633342
kmeans,2,mcs_spin,0.0321853878339234,0.000176981092090167
pca_ll,3,ticket,541503,2162.35806464123
radiosity_ll,1,ticket,137950,936.204805697055
histogram,3,partitioned,0.268817204301075,0.0023098328315541
radiosity,1,partitioned,0.0662690523525514,0.000551187669177375
ferret,3,clh_spin,0.0135208220659816,6.14318017729162e-05
ferret,4,alock-ls,0.0114481969089868,5.1519561997912e-05
volrend,4,c-ptl-tkt,0.0792393026941363,0.000568587813787395
dedup,2,clh-ls,0.0108483402039488,8.55293853907237e-05
p_raytrace,3,c-tkt-tkt,0.0135281385281385,0.000117493173853093
linear_regression,3,malth_stp,2.08333333333333,0.0117661084024745
lu_ncb,2,c-tkt-tkt,0.0495294700346706,0.000297953208438346
p_raytrace,3,mcs-ls,0.0136221223266585,0.00011831650575095
fmm,1,mutexee,0.0431778929188256,0.000318448230408086
volrend,2,hticket-ls,0.112994350282486,0.000780742647199776
canneal,4,malth_stp,0.0136351240796291,0.000109681689200728
rocksdb,2,hmcs,5047341,28408.8264667632
blackscholes,3,pthread,0.0338638672536404,0.000258086805238166
histogram,2,ticket-ls,0.584795321637427,0.00453947492211339
s_raytrace_ll,4,ttas-ls,162551,709.865764183546
fmm,4,mcs_stp,0.0708215297450425,0.000461102004584757
x264,2,malth_stp,0.116279069767442,0.000726246092064332
pca_ll,2,ticket,655291,2800.55464821315
dedup,3,ticket-ls,0.00878734622144113,4.30517032738991e-05
fmm,3,ticket-ls,0.0663129973474801,0.00044020612306591
swaptions,2,ttas,0.066711140760507,0.000367510814727882
volrend,1,backoff,0.0901713255184851,0.00065953764337613
word_count,3,c-bo-mcs_stp,0.0512557662737058,0.000442463429087894
radiosity,4,ttas,0.0521920668058455,0.00036597284393079
water_spatial,4,hmcs,0.10351966873706,0.000623740213568287
barnes,1,c-tkt-tkt,0.0507872016251905,0.000345081522536822
kyotocabinet,3,spinlock-ls,143134,770.634392160494
s_raytrace_ll,2,spinlock,77143,447.683442894188
string_match,4,c-bo-mcs_spin,0.120048019207683,0.000535885733359449
water_nsquared,4,ticket-ls,0.0621890547263682,0.000272254178522283
swaptions,1,pthread,0.0365230094959825,0.000240969267126907
volrend,2,ahmcs,0.102459016393443,0.000729456563722924
string_match,2,backoff,0.0668896321070234,0.000382914550933901
streamcluster_ll,4,c-bo-mcs_spin,2688,22.6833190019708
kyotocabinet,1,mcs_stp,92752,884.233178253141
dedup,1,backoff,0.101317122593718,0.000743158566400425
pca,4,spinlock,0.0234852043212776,0.000120315396416456
string_match,4,malth_stp,0.117508813160987,0.000532399744683869
dedup,4,pthread,0.0565930956423316,0.000404534589869874
dedup,3,ticket,0.00772797527047913,3.75983050005832e-05
streamcluster,1,pthread,0.680272108843537,0.00464034756500244
upscaledb,4,c-tkt-tkt,286283,1348.76275117016
fmm,3,ttas-ls,0.0659195781147001,0.000441610739614246
vips,1,ahmcs,0.0862068965517241,0.000565613554390819
radiosity_ll,1,c-bo-mcs_spin,230877,1514.72321832795
freqmine,1,c-bo-mcs_stp,0.0162999185004075,0.00011050465521541
streamcluster_ll,4,mcs-ls,3024,25.6869374261278
volrend,3,hmcs,0.0865051903114187,0.00069470229719258
water_nsquared,3,clh-ls,0.0306466441924609,0.000179823600995626
x264,1,backoff,0.0803212851405622,0.000551305275193469
upscaledb,4,hmcs,286065,1325.04006582748
ferret,4,hmcs,0.0103273778787566,4.71053423559457e-05
swaptions,2,ttas-ls,0.066711140760507,0.000365997844146063
memcached,3,backoff,65732,346.226409717777
string_match,3,spinlock,0.0928505106778087,0.000464571569121053
kyotocabinet,3,ticket,295190,1569.94754804125
lu_cb,1,alock-ls,0.0457038391224863,0.000314684330141473
pca_ll,2,c-ptl-tkt,664644,2814.40634718661
streamcluster,4,ttas-ls,0.0364298724954463,0.000258165337588223
blackscholes,2,ahmcs,0.0313185092389602,0.000239964158895636
histogram,2,pthreadadapt,0.625,0.00474833724744312
lu_cb,1,mcs-ls,0.0458295142071494,0.000315340213925199
linear_regression,2,pthreadadapt,1.81818181818182,0.0105256463583653
streamcluster_ll,2,backoff,4632,38.5928931187322
s_raytrace_ll,3,hticket-ls,470526,2068.8578264401
radiosity,2,malth_stp,0.0585480093676815,0.000489141179300287
matrix_multiply,2,ticket,0.0613120784794605,0.000355558271578278
radiosity,1,ahmcs,0.0559284116331096,0.000467459735168727
string_match,3,c-tkt-tkt,0.0946073793755913,0.000470141252646469
swaptions,1,mcs-timepub,0.0364431486880466,0.000239416781677501
streamcluster_ll,4,c-tkt-tkt,24293,113.428745773632
water_spatial,2,clh_spin,0.015316281206923,0.000124398506754062
string_match,2,ttas,0.0667556742323097,0.000381459183845776
radiosity,1,c-tkt-tkt,0.0616142945163278,0.000512701583931865
string_match,2,ticket,0.0666222518321119,0.000381934355714746
canneal,2,ttas,0.0128024580719498,0.000104477831610397
ferret,1,spinlock-ls,0.0268096514745308,0.000169572277207929
kmeans,4,clh_stp,0.0446030330062444,0.000186662340067574
linear_regression,4,backoff,2.4390243902439,0.0123629317124936
rocksdb,3,mcs_spin,7476264,36188.8345704434
histogram,2,pthread,0.584795321637427,0.00450700010354833
lu_cb,1,pthreadadapt,0.0448028673835125,0.000309186988278548
canneal,2,mcs-ls,0.0127811860940695,0.000104266563733686
fmm,2,clh_stp,0.0553097345132743,0.000387904556401979
kyotocabinet,1,spinlock-ls,260662,1857.99305387078
canneal,1,hticket-ls,0.0111644523836106,9.16430109631636e-05
freqmine,1,ttas,0.016479894528675,0.00011145079280639
string_match,2,hmcs,0.0666666666666667,0.000380801567284203
s_raytrace_ll,1,hmcs,153021,964.988513293749
lu_cb,1,alock-ls,0.0439367311072056,0.000305189158236212
pca,1,malth_stp,0.0840336134453781,0.00061353366737317
radiosity,1,mcs_stp,0.0303766707168894,0.000275225263001752
x264,3,ttas-ls,0.123915737298637,0.000761944694773119
word_count,2,clh_spin,0.106723585912487,0.000814621947155274
fmm,4,mutexee,0.0700280112044818,0.000456600682082975
radiosity_ll,4,mcs-ls,279117,1207.88755938087
radiosity,4,spinlock,0.0281135788585887,0.000160771770427339
matrix_multiply,2,spinlock-ls,0.0618046971569839,0.00035806666902105
histogram,1,mcs_spin,0.806451612903226,0.00591063197741978
sqlite,2,mcs_stp,1091,10.3634437888994
water_nsquared,1,mcs-ls,0.0191131498470948,0.000128316355948119
rocksdb,1,mutexee,2582250,17343.2837607243
p_raytrace,2,mcs-ls,0.0136444262518761,0.000118519302986372
radiosity,4,alock-ls,0.060790273556231,0.00046867027596395
x264,4,mcs_spin,0.130890052356021,0.000794679566265641
vips,4,mcs-ls,0.0887311446317657,0.00039499017263858
vips,4,partitioned,0.15552099533437,0.00067622394297067
water_nsquared,2,mutexee,0.0372995151063036,0.000204794252958164
s_raytrace,2,backoff,0.0985221674876847,0.000510059431120097
p_raytrace,4,ttas-ls,0.0131199160325374,0.000114317695490648
radiosity,2,mutexee,0.0593824228028504,0.00046930733193504
s_raytrace_ll,2,mutexee,236234,1244.97201455912
memcached,3,ticket-ls,46784,246.621830736306
p_raytrace,3,ticket,0.0133976420150054,0.000116136029543756
water_nsquared,4,ticket,0.0629722921914358,0.000274330222549041
lu_ncb,1,malth_spin,0.0366032210834553,0.000235363162953849
string_match,4,partitioned,0.1194743130227,0.000532714088010009
kyotocabinet,1,c-bo-mcs_stp,466280,3529.11238433714
histogram,4,ahmcs,0.238663484486873,0.00209236012801135
water_nsquared,3,mcs-timepub,0.0523286237571952,0.000247157843169934
vips,4,mcs_stp,0.27027027027027,0.00114830502341362
ssl_proxy,4,c-bo-mcs_stp,10605,73.5244189882715
dedup,3,c-bo-mcs_spin,0.0327332242225859,0.000243387915842404
barnes,1,mcs_spin,0.0452488687782805,0.000315293177828573
lu_cb,2,mcs-timepub,0.0646830530401035,0.000411409574669041
matrix_multiply,4,mcs-timepub,0.111358574610245,0.000493371346279907
dedup,1,clh_spin,0.0130992926381975,0.000107335749228774
s_raytrace_ll,2,clh-ls,326536,1644.6990660469
pca_ll,4,mutexee,492997,1801.73553066637
upscaledb,3,ttas-ls,194276,996.159829392888
p_raytrace,4,backoff,0.0134898151895319,0.000116933569581677
barnes,2,alock-ls,0.08424599831508,0.000500566635675068
freqmine,3,clh_spin,0.0302846759539673,0.000172741114702068
blackscholes,3,ticket,0.0338753387533875,0.000256685651483976
rocksdb,2,alock-ls,5162666,28794.7060807048
ssl_proxy,2,pthreadadapt,42518,248.72652842285
kyotocabinet,2,pthread,228408,1346.44347644339
word_count,2,pthread,0.099304865938431,0.0007740074831802
x264,4,hmcs,0.12987012987013,0.00078946492218866
dedup,2,mcs_spin,0.0390015600624025,0.000322601313290848
s_raytrace,2,malth_spin,0.0916590284142988,0.000478503610722931
swaptions,3,c-tkt-tkt,0.0998003992015968,0.000463568598167261
s_raytrace,4,c-tkt-tkt,0.140252454417952,0.000565027007861555
canneal,3,alock-ls,0.0134807225667296,0.000109263988334172
streamcluster_ll,4,mutexee,1689,15.4913110575373
ssl_proxy,3,mcs_stp,1374,13.8601958960142
canneal,4,pthread,0.013646288209607,0.000111010319045244
radiosity,1,mcs-ls,0.0650618087182824,0.000544087419666125
pca,1,clh_stp,0.021551724137931,0.000195196916814416
blackscholes,4,spinlock-ls,0.0353107344632768,0.000266821057228282
radiosity_ll,1,spinlock-ls,181603,1212.35451084961
ssl_proxy,3,pthread,35544,183.70606203129
pca_ll,2,backoff,544597,2413.36646881
radiosity_ll,1,ttas-ls,203187,1349.61695460094
streamcluster_ll,4,c-ptl-tkt,5190,32.6546943315811
fmm,2,ttas,0.05824111822947,0.000406013973000926
dedup,3,ticket,0.00857191839533688,4.18446086261629e-05
ferret,1,clh_spin,0.0267737617135207,0.000168710595588458
lu_cb,1,mutexee,0.0438788942518649,0.000306309915117268
ssl_proxy,4,ttas-ls,24959,118.28678312328
histogram,4,ahmcs,0.238663484486873,0.00208193052420877
streamcluster,1,c-bo-mcs_spin,0.657894736842105,0.00457965635586806
p_raytrace,3,backoff,0.0135648399348888,0.000118647107811015
water_spatial,1,mcs_stp,0.0467508181393174,0.000336652087881793
linear_regression,2,hticket-ls,1.85185185185185,0.0109002992034029
kmeans,3,ahmcs,0.0337609723160027,0.000161425659718769
histogram,1,hticket-ls,0.869565217391304,0.00630555461602792
ssl_proxy,1,spinlock-ls,35481,243.075864353378
upscaledb,1,mcs_stp,34637,350.440847037897
linear_regression,2,hticket-ls,1.78571428571429,0.0106205130323784
histogram,3,mcs_spin,0.269541778975741,0.00231331724712666
histogram,4,alock-ls,0.240384615384615,0.00210496211729147
word_count,2,hmcs,0.0952380952380952,0.000749400877230082
x264,1,mcs_spin,0.0801924619085806,0.000552127859000114
streamcluster_ll,4,alock-ls,30144,138.064246289834
pca,2,malth_spin,0.0932835820895522,0.000629146654877347
word_count,2,ttas,0.0767459708365311,0.000626979713131539
blackscholes,3,ttas,0.0337723741979061,0.000256972375442915
water_spatial,4,malth_spin,0.106837606837607,0.000634748178072307
kyotocabinet,3,clh_spin,361225,1898.68933274309
radiosity,3,clh_stp,0.00937470704040499,9.08144322441389e-05
memcached,3,c-tkt-tkt,86244,442.010646796408
ssl_proxy,1,ticket,33358,228.758637870756
linear_regression,3,c-bo-mcs_spin,2.32558139534884,0.0119512554184303
barnes,4,clh-ls,0.124688279301746,0.000634259603923563
ssl_proxy,3,hticket-ls,81394,406.941123457879
s_raytrace_ll,4,c-ptl-tkt,618053,2344.98311216278
linear_regression,1,mcs-ls,1.02040816326531,0.00707930646158388
s_raytrace,4,alock-ls,0.128700128700129,0.000521312150126205
canneal,4,clh_spin,0.0138869601444244,0.000111323148733057
vips,4,c-ptl-tkt,0.0458505272810637,0.000209704895269039
string_match,1,c-ptl-tkt,0.0353857041755131,0.000240358423943163
swaptions,3,alock-ls,0.098135426889107,0.000462875238890547
lu_ncb,1,clh-ls,0.035778175313059,0.000232857030974995
streamcluster_ll,3,mcs-ls,3213,26.0169301792479
ssl_proxy,2,clh_stp,1336,13.5092023857494
lu_ncb,4,partitioned,0.0802568218298555,0.00040678115907475
s_raytrace,3,mcs_stp,0.00254673254214842,2.53639399114594e-05
ssl_proxy,3,hticket-ls,81703,406.33251290169
water_spatial,2,mcs-ls,0.0760456273764259,0.000495748211743867
rocksdb,3,pthreadadapt,7413248,35803.1107288742
s_raytrace,1,alock-ls,0.0539956803455724,0.000345024767742687
string_match,4,ticket-ls,0.118483412322275,0.000531344734150042
swaptions,1,c-ptl-tkt,0.0365764447695684,0.000240891241107921
water_spatial,4,clh-ls,0.017149717029669,0.000139504413458929
barnes,2,malth_spin,0.0881834215167548,0.000517404565498827
streamcluster,1,pthread,0.645161290322581,0.0045078668858644
kmeans,2,malth_spin,0.031675641431739,0.000174551720665327
streamcluster_ll,3,pthread,3135,26.2813572115378
blackscholes,3,malth_spin,0.0337837837837838,0.000256787032187288
vips,3,mcs-ls,0.231481481481481,0.0010750299235923
word_count,3,mutexee,0.0515198351365276,0.000448344962927173
rocksdb,1,mcs-timepub,2641629,17692.4802473255
string_match,1,ahmcs,0.0352485019386676,0.000239845790170639
freqmine,2,malth_stp,0.0252016129032258,0.000153198562804022
ssl_proxy,3,ticket,28523,149.259300915443
s_raytrace,1,ttas-ls,0.0539665407447383,0.000341514990894442
linear_regression,1,mcs_spin,1.03092783505155,0.00710439829462045
streamcluster_ll,3,alock-ls,24488,126.666226238418
histogram,1,clh-ls,0.862068965517241,0.00612289362662614
barnes,4,partitioned,0.139082058414465,0.000668744465529318
memcached,1,pthreadadapt,101816,686.224126153735
canneal,2,ahmcs,0.0127194098193844,0.000103430170963458
water_spatial,4,ahmcs,0.0116959064327485,9.6546433202962e-05
volrend,2,pthread,0.110864745011086,0.000759370876962601
pca,1,partitioned,0.0859106529209622,0.000630777223939395
volrend,2,spinlock-ls,0.103092783505155,0.000727851958743004
radiosity_ll,3,malth_spin,205592,1036.4796188946
word_count,4,ttas,0.0457875457875458,0.000403785269992735
x264,4,mcs-timepub,0.129198966408269,0.000788933246459055
dedup,3,c-bo-mcs_stp,0.0317057704502219,0.000248564299936215
linear_regression,1,clh_stp,1.02040816326531,0.00706279960307631
ssl_proxy,3,backoff,69680,353.611038575513
radiosity_ll,4,clh_spin,243002,1071.42344898325
kyotocabinet,4,spinlock-ls,113831,547.748221693734
vips,1,spinlock,0.0868809730668983,0.000569952265437658
linear_regression,2,ticket,1.75438596491228,0.0100341555631461
water_spatial,2,hticket-ls,0.0762195121951219,0.000497579568721326
lu_ncb,3,partitioned,0.0664451827242525,0.000363009443950599
p_raytrace,2,pthread,0.0135391280801516,0.000117433855793211
radiosity_ll,1,c-tkt-tkt,230140,1509.71324402733
pca_ll,1,mcs-ls,344972,2151.27245902611
upscaledb,3,c-bo-mcs_stp,94828,743.00089055428
ferret,4,mutexee,0.0749625187406297,0.000307120810861544
water_nsquared,4,clh_stp,0.0328407224958949,0.000187653456287941
