bench,node,strategy,throughput
fmm,8,malth_spin,0.0599161174355902
swaptions,2,clh_spin,0.0236574402649633
bodytrack,1,ttas-ls,0.0206568890725057
dedup,8,backoff,0.0675219446320054
string_match,8,mcs_stp,0.0558035714285714
linear_regression,8,spinlock-ls,0.99009900990099
freqmine,4,ttas,0.0232937339855579
linear_regression,8,mcs-ls,1.42857142857143
barnes,6,ahmcs,0.070323488045007
volrend,8,ttas,0.0836120401337793
canneal,8,hticket-ls,0.0137551581843191
pca,2,alock-ls,0.0618811881188119
radiosity,2,pthreadadapt,0.0565610859728507
matrix_multiply,2,hticket-ls,0.0546746856205577
radiosity,2,mcs-ls,0.0567536889897843
x264,1,mcs-timepub,0.0476871721506915
pca,6,spinlock-ls,0.0486854917234664
volrend,8,c-bo-mcs_spin,0.0892857142857143
streamcluster,8,mcs-timepub,0.0493583415597236
fmm,6,clh-ls,0.0476417341591234
lu_ncb,2,clh_spin,0.024919013207077
radiosity_ll,6,ttas,54246
pca,6,ttas-ls,0.0395413206801107
freqmine,2,ticket,0.0155110904296572
lu_ncb,1,spinlock-ls,0.0172087420409568
s_raytrace_ll,4,malth_spin,239503
fmm,2,mcs_spin,0.0440722785368003
word_count,4,alock-ls,0.117508813160987
ferret,1,pthread,0.0116972745350333
linear_regression,4,ahmcs,1.40845070422535
radiosity_ll,8,pthread,37764
fmm,8,hticket-ls,0.0583771161704612
radiosity_ll,2,pthreadadapt,161282
linear_regression,8,hmcs,1.51515151515152
streamcluster_ll,8,c-tkt-tkt,8979
fmm,6,c-tkt-tkt,0.0547045951859956
ssl_proxy,4,backoff,139692
ferret,2,backoff,0.0224416517055655
histogram,4,ticket-ls,0.675675675675676
water_nsquared,6,pthread,0.0343878954607978
lu_ncb,4,ttas,0.0530222693531283
linear_regression,2,mutexee,1.17647058823529
freqmine,4,backoff,0.0215656674574078
linear_regression,8,c-ptl-tkt,1.47058823529412
dedup,2,mutexee,0.101112234580384
rocksdb,6,clh_spin,6005000
linear_regression,8,ttas,1.05263157894737
lu_ncb,2,hticket-ls,0.0315357931251971
matrix_multiply,8,hticket-ls,0.103305785123967
string_match,1,clh_stp,0.0147145379635079
kyotocabinet,2,spinlock,195139
kmeans,4,clh_stp,0.0304321363359708
linear_regression,2,clh_stp,1.02040816326531
radiosity_ll,2,clh_stp,25873
swaptions,4,mcs_spin,0.0406834825061025
pca,4,c-bo-mcs_stp,0.0330906684315023
string_match,2,ttas-ls,0.0245338567222767
p_raytrace,6,spinlock-ls,0.0135427952329361
lu_ncb,4,pthreadadapt,0.0444642063139173
freqmine,1,pthread,0.00875963559915907
water_spatial,4,mcs_stp,0.0560852495793606
kyotocabinet,4,mcs-ls,334018
ferret,1,spinlock-ls,0.0116795141322121
linear_regression,2,spinlock-ls,1.08695652173913
linear_regression,4,clh_spin,1.35135135135135
streamcluster_ll,8,backoff,3452
word_count,6,backoff,0.105596620908131
radiosity_ll,8,partitioned,171013
dedup,6,backoff,0.0704225352112676
swaptions,2,alock-ls,0.0250438266967193
ssl_proxy,2,mcs-ls,55074
streamcluster_ll,2,c-tkt-tkt,14180
word_count,6,hmcs,0.108459869848156
upscaledb,4,mcs_spin,226340
kyotocabinet,2,spinlock-ls,166553
streamcluster_ll,8,c-bo-mcs_spin,2793
memcached-new,4,hmcs,384421
lu_cb,1,mcs-ls,0.0265392781316348
streamcluster,1,mcs_stp,0.549450549450549
matrix_multiply,8,clh_spin,0.0794912559618442
matrix_multiply,6,c-bo-mcs_spin,0.0982318271119843
word_count,6,ticket-ls,0.102774922918808
vips,8,ticket-ls,0.156985871271586
barnes,2,malth_stp,0.0317057704502219
vips,8,ahmcs,0.113250283125708
upscaledb,8,ticket-ls,162370
pca,8,mcs_spin,0.0591715976331361
s_raytrace,8,ticket,0.0217108119843682
streamcluster,8,backoff,0.0823723228995058
string_match,4,mutexee,0.048030739673391
pca,8,ahmcs,0.0433275563258232
radiosity_ll,8,clh-ls,227597
lu_ncb,8,malth_spin,0.0558347292015634
bodytrack,4,hmcs,0.043859649122807
water_nsquared,4,malth_spin,0.0236350744504845
vips,8,c-ptl-tkt,0.0562429696287964
lu_cb,4,pthread,0.0586166471277843
linear_regression,4,c-bo-mcs_spin,1.47058823529412
streamcluster,8,malth_spin,0.040650406504065
swaptions,1,c-ptl-tkt,0.0125517760763148
lu_cb,4,ttas-ls,0.0708215297450425
vips,1,backoff,0.037821482602118
linear_regression,4,c-bo-mcs_spin,1.42857142857143
ssl_proxy,4,ahmcs,55809
dedup,1,mcs-ls,0.04151100041511
canneal,8,malth_stp,0.0142267747901551
pca,6,spinlock,0.0267594327000268
string_match,1,pthreadadapt,0.0147732309055991
kyotocabinet,2,spinlock,184341
volrend,2,clh_spin,0.0890471950133571
s_raytrace,8,backoff,0.104058272632674
blackscholes,6,ticket,0.0320307495195388
linear_regression,1,ttas-ls,0.854700854700855
streamcluster,2,c-tkt-tkt,0.65359477124183
kyotocabinet,6,mcs_stp,90907
water_spatial,4,pthreadadapt,0.0657894736842105
s_raytrace,8,c-bo-mcs_spin,0.0359841669665347
streamcluster,4,ttas-ls,0.311526479750779
string_match,8,ticket,0.061652281134402
barnes,8,malth_spin,0.0707213578500707
pca,1,mcs-timepub,0.0456204379562044
rocksdb,6,hmcs,7199299
mysqld,2,c-bo-mcs_stp,1300
